Loan ID,Membership ID,Item ID,Item Name,Checked Out,Checked In,Due Date,Late Fees to Date,Renewal
3781978,4739,6896,Extension Cord,6/21/2023 7:16 PM,,6/28/2023,$21.20,
3781979,4739,5460,Phillips Screwdriver,6/21/2023 7:16 PM,,6/28/2023,$21.20,
3781974,4739,4779,Corded Drill,6/21/2023 7:16 PM,,6/28/2023,$21.20,
3781977,4739,7968,"Socket Wrench Set, Metric",6/21/2023 7:16 PM,,6/28/2023,$21.20,
3781975,4739,6953,"Shop Vac, Dry Only, Bucket",6/21/2023 7:16 PM,,6/28/2023,$21.20,
4322131,3414,7560,Car Battery Terminal Cleaner,1/25/2024 11:12 AM,,2/10/2024,$0.00,Renewal
4322133,3414,7762,Quick Grip Clamp,1/25/2024 11:13 AM,,2/10/2024,$0.00,Renewal
4322134,3414,8994,Bar Clamp,1/25/2024 11:13 AM,,2/10/2024,$0.00,Renewal
4322135,3414,9530,Torque Wrench,1/25/2024 11:13 AM,,2/10/2024,$0.00,Renewal
3040395,2042,7126,Carpet Knife,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040397,2042,5239,Chisel,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040393,2042,5249,Mortise Chisel,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040394,2042,5845,Gouge,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040396,2042,585,Chisel,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040392,2042,5757,Whetstone,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040398,2042,611,Sharpening Stone,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040399,2042,612,Sharpening Stone,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040400,2042,613,Sharpening Stone,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040391,2042,614,Stone,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040387,2042,8782,Life Saw S-250 Double Edge Japanese Woodworking Saw,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040390,2042,4032,Plane,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040388,2042,6635,Hook Knife,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3040389,2042,6774,Draw Knife,7/19/2022 6:12 PM,,7/26/2022,$54.90,Renewal
3492257,2042,5074,Power Sander With Vacuum Bag,3/1/2023 8:51 PM,,3/8/2023,$32.40,
3492258,2042,8816,10â wooden handscrew clamp,3/1/2023 8:51 PM,,3/8/2023,$32.40,
4223698,5154,7781,Drill Bit Set,12/3/2023 4:47 PM,,12/10/2023,$4.70,Renewal
3096001,3934,8447,Hammer,8/16/2022 8:09 PM,,8/23/2022,$52.10,Renewal
3096000,3934,8934,Drill Bit Kit,8/16/2022 8:09 PM,,8/23/2022,$52.10,Renewal
3095999,3934,5614,Jigsaw,8/16/2022 8:09 PM,,8/23/2022,$52.10,Renewal
3095998,3934,1515,Power Drill,8/16/2022 8:09 PM,,8/23/2022,$52.10,Renewal
4001307,3620,8352,Claw Hammer,9/13/2023 7:04 PM,,9/27/2023,$12.10,
4171238,4815,9522,Angle Grinder,11/11/2023 11:38 AM,,11/25/2023,$6.20,
3797290,4612,3998,"Combination Wrench, 10mm",6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797291,4612,7156,"Combination Wrench, ?in",6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797289,4612,8959,Extension Cord,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797288,4612,4759,Scuffle Hoe,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797287,4612,6436,Key Hole Saw,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797286,4612,7500,Multimeter,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797285,4612,3795,Needle Nose Pliers,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797284,4612,4190,Phillips Screwdriver,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
3797283,4612,7878,Soldering Iron With Stand,6/27/2023 6:43 PM,,7/4/2023,$20.60,Renewal
4178396,4707,8797,Stud Finder,11/14/2023 6:03 PM,,11/28/2023,$5.90,
3668338,4542,9022,"Torx Screwdriver, T55, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
3668337,4542,9023,"Torx Screwdriver, T50, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
3668341,4542,9024,"Torx Screwdriver, T45, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
3668343,4542,9025,"Torx Screwdriver, T40, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
3668339,4542,9026,"Torx Screwdriver, T30, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
3668342,4542,9027,"Torx Screwdriver, T27, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
3668340,4542,9028,"Torx Screwdriver, T25, P-Handled",5/10/2023 6:42 PM,,5/17/2023,$25.40,
2735119,3549,8255,20V/60V Max 9.0Ah BATT_X,2/8/2022 9:01 PM,,2/15/2022,$71.00,
2735122,3549,8246,Cordless Wet/Dry Vacuum BATT_X,2/8/2022 9:01 PM,,2/15/2022,$71.00,
2735121,3549,7872,"Li-ion Battery Charger, 1A",2/8/2022 9:01 PM,,2/15/2022,$71.00,
2735117,3549,6857,Battery Charger BATT_C 9.6-18V,2/8/2022 9:01 PM,,2/15/2022,$71.00,
2735114,3549,6812,Tent,2/8/2022 9:01 PM,,2/15/2022,$71.00,
2736519,3549,7668,Bow Saw,2/9/2022 8:47 PM,,2/16/2022,$70.90,
2736521,3549,7417,Claw Hammer,2/9/2022 8:47 PM,,2/16/2022,$70.90,
2736518,3549,322,Machete,2/9/2022 8:47 PM,,2/16/2022,$70.90,
2736520,3549,4433,Wedge,2/9/2022 8:47 PM,,2/16/2022,$70.90,
2736522,3549,7685,Windows Laptop (LAB3) With Charger,2/9/2022 8:47 PM,,2/16/2022,$70.90,
2742070,3549,5273,Lantern,2/13/2022 7:13 PM,,2/20/2022,$70.50,
2742069,3549,7976,File,2/13/2022 7:13 PM,,2/20/2022,$70.50,
2742068,3549,8395,Manual Bench Grinder,2/13/2022 7:13 PM,,2/20/2022,$70.50,
2742067,3549,6053,Floor Pump,2/13/2022 7:13 PM,,2/20/2022,$70.50,
2742071,3549,7433,Grabber,2/13/2022 7:14 PM,,2/20/2022,$70.50,
3412579,4285,5391,Bypass Pruner,1/21/2023 12:05 PM,,1/28/2023,$36.30,
3412581,4285,5058,"Locking Pliers, Adjustable",1/21/2023 12:05 PM,,1/28/2023,$36.30,
3412583,4285,5833,Pincer,1/21/2023 12:05 PM,,1/28/2023,$36.30,
3412578,4285,8100,Torch,1/21/2023 12:05 PM,,1/28/2023,$36.30,
3412582,4285,5498,Tile Nippers,1/21/2023 12:05 PM,,1/28/2023,$36.30,
3412580,4285,6559,Wire Stripper,1/21/2023 12:05 PM,,1/28/2023,$36.30,
3412587,4285,7975,File,1/21/2023 12:07 PM,,1/28/2023,$36.30,
3399917,3793,4561,Engraver,1/14/2023 12:01 PM,,1/21/2023,$37.00,
4001320,2115,5706,Post Hole Digger,9/13/2023 7:31 PM,,9/20/2023,$12.80,
4001319,2115,8809,Tamper,9/13/2023 7:31 PM,,9/20/2023,$12.80,
3042885,3879,8154,Box Cutter,7/20/2022 8:39 PM,,7/27/2022,$54.80,
3790503,4747,801,Sander,6/24/2023 11:47 AM,,7/1/2023,$20.90,
4312928,5363,864,Corded Drill,1/20/2024 12:56 PM,,2/3/2024,$0.00,
4312926,5363,7479,Stud Finder,1/20/2024 12:56 PM,,2/3/2024,$0.00,
4323212,5377,3979,Adjusable Wrench,1/25/2024 7:16 PM,,2/8/2024,$0.00,
4323211,5377,66767,"10"" Pipe Wrench",1/25/2024 7:16 PM,,2/8/2024,$0.00,
4221131,4472,805,Sanders,12/2/2023 10:04 AM,,12/16/2023,$4.10,
2963633,3752,5611,"Reciprocating Saw, Cordless, Set",6/12/2022 6:51 PM,,6/19/2022,$58.60,
2963634,3752,5110,Auger,6/12/2022 6:51 PM,,6/19/2022,$58.60,
3862679,4836,9253,Lopper,7/23/2023 4:23 PM,,7/30/2023,$18.00,
3862680,4836,7350,"Tubing Cutter, 1/8in to 1-1/18in",7/23/2023 4:23 PM,,7/30/2023,$18.00,
3428046,2191,4686,Dremel Set,1/30/2023 12:59 PM,,2/6/2023,$35.40,Renewal
3428047,2191,694,Dremel Bits,1/30/2023 12:59 PM,,2/6/2023,$35.40,Renewal
3428045,2191,6489,Brad Nailer,1/30/2023 12:59 PM,,2/6/2023,$35.40,Renewal
2563016,3255,749,Breaker Bar,10/5/2021 7:28 PM,,10/12/2021,$83.60,
2563014,3255,5422,Steel Tube Bender,10/5/2021 7:28 PM,,10/12/2021,$83.60,
2563015,3255,8317,Socket,10/5/2021 7:28 PM,,10/12/2021,$83.60,
4299153,2490,8095,Mat Cutter,1/14/2024 4:23 PM,,1/28/2024,$0.00,
4122691,4784,392,Belt Sander,10/24/2023 8:56 PM,,10/31/2023,$8.70,
4122690,4784,837,Corded 7Â¼â Circular Saw,10/24/2023 8:56 PM,,10/31/2023,$8.70,
3234288,4088,7926,Floor Jack,10/15/2022 11:54 AM,,10/22/2022,$46.10,
3234289,4088,5101,Jack Stand,10/15/2022 11:54 AM,,10/22/2022,$46.10,
4316375,5147,8008,Goggles,1/22/2024 6:27 PM,,2/5/2024,$0.00,
4316373,5147,8817,AX,1/22/2024 6:27 PM,,2/5/2024,$0.00,
4316374,5147,8396,Ladder,1/22/2024 6:27 PM,,2/5/2024,$0.00,
2167262,2989,4520,Battery Charger,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167257,2989,7009,Claw Hammer,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167256,2989,7413,Cordless Drill With Jigsaw,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167258,2989,7761,Jigsaw,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167259,2989,7100,Corner Level,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167260,2989,7745,Level,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167261,2989,7262,Socket Set,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
3515544,176,7378,Hand Saw,3/12/2023 5:08 PM,,3/19/2023,$31.30,Renewal
3515543,176,8153,"Hand Saw, Narrow",3/12/2023 5:08 PM,,3/19/2023,$31.30,Renewal
3515542,176,5176,Poster Stapler,3/12/2023 5:08 PM,,3/19/2023,$31.30,Renewal
3562437,4456,4971,Level,4/2/2023 5:42 PM,,4/9/2023,$29.20,
4302715,5348,9476,Sewing Machine,1/16/2024 7:15 PM,,1/30/2024,$0.00,
2281383,3086,4934,Corded Drill,3/27/2021 10:14 AM,,4/3/2021,$102.80,
3807556,4769,8197,Profile Sander Kit,7/1/2023 10:17 AM,,7/8/2023,$20.20,
1980433,1982,5789,Dado Blade Set,6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
1980430,1982,593,Lathe,6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
1980431,1982,6878,Molding Blades Set,6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
1980432,1982,594,Fence System,6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
3258178,4112,8221,Small Grommet Kit,10/26/2022 6:42 PM,,11/2/2022,$45.00,
3258179,4112,182,Glue Gun,10/26/2022 6:42 PM,,11/2/2022,$45.00,
1980436,2283,6906,Drill Bit Set,6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
1980437,2283,7369,"Drill Bits, Glass",6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
1980438,2283,6870,Corded Drill,6/25/2020 4:03 PM,,8/1/2020,$127.30,Renewal
3791396,4731,780,Pressure Washer,6/24/2023 3:25 PM,,6/28/2023,$21.20,Renewal
4302628,3427,6924,Hot Glue Gun,1/16/2024 6:27 PM,,1/30/2024,$0.00,
4302629,3427,683,Pasta Maker,1/16/2024 6:27 PM,,1/30/2024,$0.00,
4223735,4975,8956,Caulk Gun,12/3/2023 5:47 PM,,12/17/2023,$4.00,
2167274,1309,6509,Router Bit Set,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167275,1309,6800,Shears,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167276,1309,7341,Bypass Pruner,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2167277,1309,6932,Tin Snips,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
4204204,2980,4498,C-clamp,11/25/2023 11:57 AM,,12/9/2023,$4.80,Renewal
4204205,2980,6094,C-clamp,11/25/2023 11:57 AM,,12/9/2023,$4.80,Renewal
4204206,2980,6883,C-clamp,11/25/2023 11:57 AM,,12/9/2023,$4.80,Renewal
4204202,2980,810,Die Grinders,11/25/2023 11:57 AM,,12/9/2023,$4.80,Renewal
4204201,2980,9534,Pliers,11/25/2023 11:57 AM,,12/9/2023,$4.80,Renewal
4204203,2980,859,Die Wrench,11/25/2023 11:57 AM,,12/9/2023,$4.80,
4316456,51,9340,food dehydrator,1/22/2024 8:12 PM,,2/5/2024,$0.00,
3104575,1121,6990,Paint Roller,8/20/2022 11:43 AM,,8/27/2022,$51.70,Renewal
3104574,1121,5439,Channel Lock Pliers,8/20/2022 11:43 AM,,8/27/2022,$51.70,Renewal
3380635,4242,902,Hammer,1/3/2023 7:43 PM,,1/17/2023,$37.40,
3380634,4242,6046,Phillips Screwdriver,1/3/2023 7:43 PM,,1/17/2023,$37.40,
3845278,4818,4936,Extension Cord,7/16/2023 6:24 PM,,7/23/2023,$18.70,
3845277,4818,11,Linoleum Block Carving Tools,7/16/2023 6:24 PM,,7/23/2023,$18.70,
3845279,4818,7013,Corded Drill,7/16/2023 6:24 PM,,7/23/2023,$18.70,
4014078,5020,6709,Back Saw,9/17/2023 4:49 PM,,9/24/2023,$12.40,
2732315,3508,4059,Drywall Knife,2/6/2022 8:13 PM,,2/13/2022,$71.20,Renewal
2732314,3508,8413,Paint Mixer Drill Bit,2/6/2022 8:13 PM,,2/13/2022,$71.20,Renewal
2732313,3508,7405,"Sledgehammer, Small",2/6/2022 8:13 PM,,2/13/2022,$71.20,Renewal
3902548,3980,9401,Adjustable Wrench,8/8/2023 8:23 PM,,8/15/2023,$16.40,
3902547,3980,2490,"Socket Wrench Set, SAE",8/8/2023 8:23 PM,,8/15/2023,$16.40,
1980481,2278,441,Bucket,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
3935932,4860,5035,Jigsaw,8/20/2023 7:04 PM,,8/27/2023,$15.20,Renewal
3660015,4565,9119,Carpet knife,5/7/2023 5:34 PM,,5/14/2023,$25.70,
3660014,4565,8183,Pry Bar,5/7/2023 5:34 PM,,5/14/2023,$25.70,
3718054,4358,7969,"Socket Wrench Set, Metric",5/27/2023 11:48 AM,,6/3/2023,$23.70,
4306618,4327,900,"30"" Bar Clamp",1/18/2024 10:51 AM,,2/4/2024,$0.00,Renewal
4306620,4327,6466,Bar Clamp,1/18/2024 10:51 AM,,2/4/2024,$0.00,Renewal
2276288,3085,4354,Car Jack,3/23/2021 7:25 PM,,3/30/2021,$103.20,
2276291,3085,7274,Mechanics Creep,3/23/2021 7:25 PM,,3/30/2021,$103.20,
2276289,3085,7461,Extension Cord,3/23/2021 7:25 PM,,3/30/2021,$103.20,
2276293,3085,7927,"Jack Stand, 6 Ton",3/23/2021 7:25 PM,,3/30/2021,$103.20,
2276294,3085,7928,"Jack Stand, 6 Ton",3/23/2021 7:25 PM,,3/30/2021,$103.20,
2276292,3085,6802,Torque Wrench,3/23/2021 7:25 PM,,3/30/2021,$103.20,
2276290,3085,6711,Work Light,3/23/2021 7:25 PM,,3/30/2021,$103.20,
3150898,4012,1516,Square,9/11/2022 5:03 PM,,9/18/2022,$49.50,
3471015,4093,9037,drill bits set,2/19/2023 5:18 PM,,2/26/2023,$33.40,
2209295,3038,5565,Shopvac Sander,1/16/2021 10:23 AM,,1/23/2021,$109.80,
1980491,2228,7036,Allen Wrench Set,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980490,2228,4965,Multimeter,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
3935940,4933,821,Stud finder,8/20/2023 7:25 PM,,8/27/2023,$15.20,
2685002,3203,6469,File,12/26/2021 4:35 PM,,1/2/2022,$75.40,Renewal
2685003,3203,8109,File,12/26/2021 4:35 PM,,1/2/2022,$75.40,Renewal
1980492,2583,600,Paint Sprayer,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980493,2583,5774,Ladder,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
2167308,2227,7657,Circular Saw,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2264104,3070,6506,Circular Saw,3/13/2021 9:17 AM,,3/20/2021,$104.20,
4318518,4576,9055,Sewer Auger,1/23/2024 9:01 PM,,2/6/2024,$0.00,
2832704,3646,7081,Cordless Drill + Sawzall + Light Kit,4/10/2022 4:41 PM,,4/24/2022,$64.20,
2832705,3646,112,"Paint Roller, Small",4/10/2022 4:41 PM,,4/24/2022,$64.20,
2167318,1551,656,Cordless Drill,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2487698,3273,6816,Car Roof Bag,8/18/2021 6:26 PM,,8/25/2021,$88.40,
3070308,337,8257,20V Max 1.5Ah Battery BATT_X,8/3/2022 8:17 PM,,8/10/2022,$53.40,
3070310,337,7910,Extension Cord,8/3/2022 8:17 PM,,8/10/2022,$53.40,Renewal
3070309,337,5395,"Corded Drill, 3/8in",8/3/2022 8:17 PM,,8/10/2022,$53.40,Renewal
1980507,2470,6084,C-clamp,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980506,2470,7053,C-clamp,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980508,2470,6482,Drill Bit Set,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980509,2470,3751,Corded Drill,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
4270880,5223,6865,Bar Clamp,12/28/2023 8:14 PM,,1/11/2024,$1.50,
4270881,5223,6866,Bar Clamp,12/28/2023 8:14 PM,,1/11/2024,$1.50,
4270882,5223,6867,Bar Clamp,12/28/2023 8:14 PM,,1/11/2024,$1.50,
4270878,5223,9007,"24"" Bar Clamp (set of 2)",12/28/2023 8:14 PM,,1/11/2024,$1.50,
4270879,5223,7629,Ladder,12/28/2023 8:14 PM,,1/11/2024,$1.50,
4178525,5045,9197,Leaf blower,11/14/2023 7:37 PM,,11/21/2023,$6.60,
3724033,4100,6722,Heat Gun,5/30/2023 6:25 PM,,6/6/2023,$23.40,
3724032,4100,762,Blackberry Hoe,5/30/2023 6:25 PM,,6/6/2023,$23.40,Renewal
3352506,4201,8047,Hammer,12/11/2022 6:28 PM,,12/31/2022,$39.10,
3352510,4201,8265,Digital Kitchen Scale,12/11/2022 6:28 PM,,12/31/2022,$39.10,
3352508,4201,5433,Lineman Pliers,12/11/2022 6:28 PM,,12/31/2022,$39.10,
3352507,4201,7776,Pipe Wrench,12/11/2022 6:28 PM,,12/31/2022,$39.10,
3352511,4201,7533,Pry Bar,12/11/2022 6:28 PM,,12/31/2022,$39.10,
3352509,4201,7666,Handheld Pry Bar,12/11/2022 6:28 PM,,12/31/2022,$39.10,
1980511,2338,7338,Bolt Cutters,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980516,2338,5577,Brick Trowel,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980515,2338,4016,Bypass Pruner,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980510,2338,7428,Level,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980512,2338,5405,Pruning Shears,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980513,2338,5605,Spade,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
1980514,2338,7593,Stud Finder,6/25/2020 4:04 PM,,8/1/2020,$127.30,Renewal
2167319,1675,6771,"Shop Vac, Dry Only",11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2731009,3547,7275,Jack Stands,2/5/2022 11:17 AM,,2/12/2022,$71.30,
2731008,3547,5652,"Socket Wrench Set, Metric",2/5/2022 11:17 AM,,2/12/2022,$71.30,
2731007,3547,8283,Breaker Bar,2/5/2022 11:17 AM,,2/12/2022,$71.30,
3942478,1659,809,Coping Saw,8/23/2023 6:11 PM,,8/30/2023,$14.90,
4314381,5367,9568,Pneumatic Nailer,1/21/2024 4:24 PM,,2/4/2024,$0.00,
3902437,4580,8028,18V Battery BATT_C,8/8/2023 7:35 PM,,8/15/2023,$16.40,Renewal
3902439,4580,3875,Soil Cultivator,8/8/2023 7:35 PM,,8/15/2023,$16.40,Renewal
3902438,4580,6715,Battery Charger 18V,8/8/2023 7:35 PM,,8/15/2023,$16.40,Renewal
3902441,4580,9231,cordless hedge trimmer,8/8/2023 7:38 PM,,8/15/2023,$16.40,
3902440,4580,9246,weed whacker,8/8/2023 7:38 PM,,8/15/2023,$16.40,
2167323,2190,7381,Power Sander,11/29/2020 4:32 PM,,12/19/2020,$113.30,Renewal
2722989,3491,8404,"Corded Drill, 3/8in",1/30/2022 5:16 PM,,2/6/2022,$71.90,Renewal
2722988,3491,5608,"Reciprocating Saw, Large Blade",1/30/2022 5:16 PM,,2/6/2022,$71.90,Renewal
3880297,4866,2552,Flat Screwdriver,7/30/2023 6:26 PM,,8/6/2023,$17.30,
2466020,1782,6611,Hex Drive Extender,8/3/2021 8:00 PM,,8/10/2021,$89.90,
4210815,5236,8777,Cordless Hammer Drill Set,11/28/2023 8:44 PM,,12/12/2023,$4.50,
4296881,5338,7020,Jigsaw,1/13/2024 9:15 AM,,1/27/2024,$0.00,
4296882,5338,878,Jig Saw Blade Set,1/13/2024 9:15 AM,,1/27/2024,$0.00,
4286291,5216,9570,Random Orbit Polisher,1/8/2024 7:47 PM,,1/22/2024,$0.40,Renewal
4286290,5216,66731,Finishing Sander,1/8/2024 7:47 PM,,1/22/2024,$0.40,Renewal
4286323,5216,6839,Car Jack,1/8/2024 9:01 PM,,1/22/2024,$0.40,
4286324,5216,9424,tire ramps,1/8/2024 9:01 PM,,1/22/2024,$0.40,
4286326,5216,4138,Tire Iron,1/8/2024 9:01 PM,,1/22/2024,$0.40,
4286325,5216,8039,Cable Chains,1/8/2024 9:01 PM,,1/22/2024,$0.40,
4286327,5216,4251,Strap Wrench,1/8/2024 9:01 PM,,1/22/2024,$0.40,
4286328,5216,9111,Flathead screwdriver,1/8/2024 9:01 PM,,1/22/2024,$0.40,
4286329,5216,6805,Flat Screwdriver,1/8/2024 9:03 PM,,1/22/2024,$0.40,
4314087,3469,5227,Square,1/21/2024 1:34 PM,,1/29/2024,$0.00,Renewal
4134463,3659,8021,Phillips Screwdriver,10/28/2023 11:04 AM,,11/11/2023,$7.60,
3895352,3460,7735,"Bar Clamp, Small",8/5/2023 10:36 AM,,8/12/2023,$16.70,Renewal
4125740,3768,9203,Pull Bar,10/25/2023 7:16 PM,,11/1/2023,$8.60,
3286351,4106,305,Nail Gun,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286349,4106,8188,Rotorazer Saw,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286352,4106,493,Air Compressor,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286350,4106,6858,Dual-Bevel Sliding Compound Mitersaw,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286357,4106,8779,Cordless Hammer Drill Set,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286356,4106,8366,Drill Bit Set,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286358,4106,7789,Flat Screwdriver,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286359,4106,8126,Flat Screwdriver,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286355,4106,7520,Pry Bar,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286353,4106,5607,"Magnetic Parts Tray, Metal",11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286354,4106,8944,Extension Cord,11/8/2022 8:38 PM,,11/15/2022,$43.70,Renewal
3286375,4106,7816,Allen Wrench Set,11/8/2022 8:59 PM,,11/15/2022,$43.70,
3286373,4106,5821,Paint Mixer Drill Bit,11/8/2022 8:59 PM,,11/15/2022,$43.70,
3286377,4106,6463,Extension Cord,11/8/2022 8:59 PM,,11/15/2022,$43.70,
3286374,4106,5839,Corner Level,11/8/2022 8:59 PM,,11/15/2022,$43.70,
3286376,4106,1659,Pry Bar,11/8/2022 8:59 PM,,11/15/2022,$43.70,
3286378,4106,468,"Shop Vac, Wet/Dry, 1.5 Gal",11/8/2022 8:59 PM,,11/15/2022,$43.70,
3289032,4106,8258,Drill Bit Set,11/9/2022 9:00 PM,,11/16/2022,$43.60,
3289031,4106,6058,Circular Saw,11/9/2022 9:00 PM,,11/16/2022,$43.60,
3289030,4106,404,Jigsaw,11/9/2022 9:00 PM,,11/16/2022,$43.60,
3289033,4106,4331,"Corded Drill, 3/8in",11/9/2022 9:00 PM,,11/16/2022,$43.60,
3289034,4106,6488,"Corded Drill, 3/8in",11/9/2022 9:00 PM,,11/16/2022,$43.60,
3289029,4106,7376,Reciprocating Saw,11/9/2022 9:00 PM,,11/16/2022,$43.60,
3201441,1947,8939,Wire Crimper,10/1/2022 11:02 AM,,10/8/2022,$47.50,Renewal
3940187,3887,7286,Garden Hose Sprayer,8/22/2023 8:56 PM,,8/29/2023,$15.00,Renewal
3940186,3887,9410,Needlenose pliers,8/22/2023 8:56 PM,,8/29/2023,$15.00,Renewal
3940182,3887,6585,Pliers,8/22/2023 8:56 PM,,8/29/2023,$15.00,
3940181,3887,6981,Soldering Gun,8/22/2023 8:56 PM,,8/29/2023,$15.00,
3940184,3887,9183,Cable cutter & stripper,8/22/2023 8:56 PM,,8/29/2023,$15.00,
3940183,3887,5674,"Wire Stripper, Copper Only",8/22/2023 8:56 PM,,8/29/2023,$15.00,
3940185,3887,6637,Chip Carving Knife,8/22/2023 8:56 PM,,8/29/2023,$15.00,
3636050,4520,8382,Basin Wrench,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636041,4520,9044,"Bolt Cutters, 24in",4/29/2023 11:38 AM,,5/6/2023,$26.50,
3636051,4520,138,Flat Screwdriver,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636052,4520,7215,Flat Screwdriver,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636049,4520,3858,Shears,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636048,4520,790,Self-adjusting Wrench,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636047,4520,520,Key Hole Saw,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636046,4520,6165,Phillips Screwdriver,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636045,4520,5508,Hand Pliers,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636044,4520,7481,Channel Lock Pliers,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636042,4520,791,Torx wrenches,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
3636043,4520,789,vise grips,4/29/2023 11:38 AM,,5/6/2023,$26.50,Renewal
4302739,5306,7912,Contour Gauge Duplicator,1/16/2024 8:22 PM,,1/30/2024,$0.00,
