id,name,estimated_cost
5917,"Paint Scraper",15
5918,"Socket Tool, Four Sided",40
5919,"Scraper, Wide",20
5920,"Voltage Tester",15
5921,"Voltage Tester",20
5922,"Voltage Detector",15
5923,"Wire Cutter",15
5924,"Wire Stripper",15
5925,"Wire Stripper",20
5927,"Socket Set, Metric",40
5928,"Needle Nose Pliers",10
5930,"Needle Nose Pliers",10
5933,Pliers,15
5934,"Cement Chisel",15
5935,Scraper,20
5937,"Embroidery Hoop",10
5938,"Socket Wrench",25
5939,"Socket Wrench",20
5940,"Lock Nut Wrench",50
5944,"Cement Chisel",15
5945,"Tommy Bar",15
5946,"Tommy Bar",15
5947,Sharpener,15
5949,"Combination Wrench, 5/16in",15
5950,"Combination Wrench, ?in",15
5951,"Combination Wrench, ?in",15
5952,"Combination Wrench, ?in",40
5955,"Combination Wrench, ?in",60
5965,"Tap And Die",20
5966,Tap,15
5967,"Socket Wrench Extension",15
5973,"Clay Tools",20
5976,"Fabric Markers",15
5979,"Embroidery Kit",25
5981,"Soldering Iron",20
5982,"Hand Rivet Set",50
5985,Ruler,5
5986,"Paint Guide",50
5987,"Tape Measure, 12ft",10
5988,"Tape Measure, 10ft",15
5990,"Paint Roller, Small",15
5992,"Bristle Brush",15
5994,"Paint Scraper",15
5995,"Paint Scraper",10
5996,"Tape Measure, 16ft",10
5997,"Trim Edger",50
6000,"Drywall Rasp",15
6006,"Notched Trowel",15
6011,"Sewing Pins",5
6012,"Sewing Machine Needles",15
6013,"Magnetic Pin Cushion",15
6015,"Staple Remover",5
6017,"Jumper Cables",15
6018,"Tubing Cutter, 1/8in to 5/8in",15
6020,"Pruning Saw",15
6021,"Extension Cord",15
6022,"Coax Crimper",20
6023,"Battery Charger, Automotive",50
6024,"Pry Bar",10
6025,"Stanley 2029 Wrench",15
6026,Dolly,20
6027,"Bar Clamp",15
6029,"Screwdriver Tool, Torx, Socket",15
6030,"Screwdriver Tool, Phillips, Flat",15
6031,"Tire Lever",15
6034,"Tubing Cutter",15
6035,"Tin Snips",15
6036,"Calipers, Digital",25
6037,Whetstone,20
6038,"Hack Saw",15
6039,Handi-Cut,20
6040,"File Holder",20
6041,"Phillips Screwdriver",10
6042,"Phillips Screwdriver",10
6043,Gouge,15
6044,"Phillips Screwdriver",10
6046,"Phillips Screwdriver",5
6047,"Outlet Tester",15
6049,"7-in-1 Multi-Tool",15
6050,"Miter Box",25
6051,Level,15
6052,"Bristle Brush",15
6053,"Floor Pump",20
6054,"Bristle Brush",15
6055,"Wire Brush",15
6056,"Screwdriver Set, Narrow",20
6057,"Flat Screwdriver",10
6058,"Circular Saw",40
6059,"Flat Screwdriver",10
6060,"Flat Screwdriver",12
6061,"Oil Filter Wrench",15
6063,"Phillips Screwdriver, With Holder",15
6064,"Wire Stripper",15
6065,"Phillips Screwdriver",15
6066,"Phillips Screwdriver",10
6067,"Spring-Loaded Nail Punch",15
6068,"Phillips Screwdriver",10
6069,"Phillips Screwdriver",10
6070,"Phillips Screwdriver",15
6071,"Phillips Screwdriver, Small",10
6072,"Phillips Screwdriver",10
6073,"Phillips Screwdriver",10
6074,"Multibit Screwdriver",15
6075,"Bungee Cord",10
6076,"Torx Screwdriver",15
6077,"Phillips Screwdriver",15
6078,"Phillips Screwdriver",10
6080,C-clamp,15
6082,C-clamp,15
6083,C-clamp,15
6084,C-clamp,15
6086,C-clamp,15
6087,C-clamp,15
6089,C-clamp,15
6093,Clamp,20
6094,C-clamp,15
6095,C-clamp,15
6100,C-clamp,15
6103,C-clamp,15
6104,C-clamp,15
6107,Level,15
6108,"Wire Stripper",15
6109,"Wire Cutter",10
6110,"Tubing Bender",50
6112,"Quick Grip Clamp",15
6113,"Quick Grip Clamp",20
6114,"Quick Grip Clamp",15
6115,"Quick Grip Clamp",15
6116,"Quick Grip Clamp",15
6117,"Quick Grip Clamp",15
6118,C-clamp,15
6119,C-clamp,15
6120,C-clamp,15
6121,C-clamp,10
6123,C-clamp,15
6124,C-clamp,15
6125,C-clamp,15
6127,"Hack Saw, Small",15
6128,"Paint Scraper",10
6129,"Flat Screwdriver",10
6131,"Slip Joint Pliers",15
6133,Bucket,15
6134,"Flat Screwdriver",10
6135,"Flat Screwdriver",10
6136,"Flat Screwdriver",8
6137,"Phillips Screwdriver",10
6138,"Phillips Screwdriver",15
6139,"Flat Screwdriver",10
6140,"Flat Screwdriver",10
6141,"Screwdriver Tool, Flat",10
6142,"Flat Screwdriver",15
6143,"Multibit Screwdriver",15
6144,"Flat Screwdriver",10
6145,Pliers,15
6146,"Flat Screwdriver",10
6147,"Flat Screwdriver, Small",10
6148,"Flat Screwdriver",10
6149,"Flat Screwdriver",15
6150,"Flat Screwdriver, Small",7
6153,"Voltage Tester",20
6154,"Tube Pipe Flaring Tool",50
6155,"Pipe Flaring Tool",50
6156,"Extension Cord",15
6157,"Bungee Cord",5
6158,"Bungee Cords",10
6159,"Bungee Cord",15
6161,"Flat Screwdriver",5
6165,"Phillips Screwdriver",10
6166,"Screwdriver Tool, Phillips, Flat",15
6167,"Box Cutter",10
6168,"Concrete Mixer",150
6169,"Basin Wrench",15
6172,"Bar Clamp",15
6174,"Bar Clamp",15
6175,"Bar Clamp",20
6177,Clamp,15
6179,"Bar Clamp",15
6180,"Screwdriver Tool",15
6181,"Roberston Screwdriver",15
6182,"Phillips Screwdriver, Small",10
6183,Chalkline,15
6184,"Timed Plug",15
6186,"Key Hole Saw",15
6189,"Cone Wrench, ?in",15
6190,"Allen Wrench, 3-Way",15
6192,"Phillips Screwdriver",15
6193,"Phillips Screwdriver",10
6194,"Phillips Screwdriver",10
6196,"Flat Screwdriver",10
6197,"Combination Wrench, 24mm",15
6198,"Combination Wrench, 22mm",15
6199,"Combination Wrench, 21mm",15
6202,"Combination Wrench, 15mm",15
6206,"Combination Wrench, 10mm",15
6209,"Combination Wrench, 8mm",15
6211,"Flat Screwdriver, Double Ended",15
6213,"Pivot Driver",20
6215,"12V Battery",25
6216,"Paint Roller",15
6217,"Wire Stripper",15
6218,"Wire Stripper",15
6219,"Wire Crimper",15
6221,"Bocce Ball Game",15
6222,"Staple Gun",20
6223,"Caulk Finisher",15
6224,"Nail Gun, Pneumatic",50
6226,"Combination Wrench, 9/16in",15
6227,"Rubber Mallet",15
6228,"Rubber Mallet",15
6230,"Box Wrench, 1-1/8in, 1-1/2in",25
6231,"Hack Saw",15
6232,"Hot Glue Gun",15
6233,"Nail Set",5
6234,"Nail Set",15
6235,"Nail Set",8
6236,"Hole Saw",15
6237,"Phillips Screwdriver",10
6238,"Hole Saw Bit",20
6239,"Box Wrench, 7mm, 9mm",15
6240,"Stud Finder",15
6242,"Paint Can Key",5
6243,"Phillips Screwdriver",15
6245,"Multibit Screwdriver",15
6246,"Air Mattress, Queen",50
6247,"Car Roof Rack",60
6249,"Hand Rake",15
6250,Flashlight,15
6251,"Head Lamp",15
6252,"Head Lamp",15
6253,"Cordless Drill",40
6255,"Socket Driver",50
6256,"Lineman Pliers",15
6261,"Lock Nut Wrench",50
6262,"Retaining Ring Pliers Set",25
6263,"Feeler Gauge",15
6264,Microphone,20
6265,Mixer,25
6270,Dolly,40
6271,"Wire Stripper",15
6273,"Drill Bit Gauge",15
6274,"Glass Cutter",15
6276,"Level, Small",15
6277,"Grout Scraper",15
6278,"Power Screwdriver",40
6280,"Caulk Gun",10
6283,"Soldering Iron",25
6284,China,50
6286,"Car Battery Charger",50
6287,"Fondue Pot",15
6288,"Matcha Set",20
6290,"12V Battery",20
6291,"Bristle Brush",15
6293,"Wire Brush",15
6294,File,15
6297,"Comb Binding Machine",75
6298,"Pruning Shears",15
6299,Pickaxe,15
6300,"Square Shovel",20
6303,"Round Shovel",20
6304,Rake,15
6308,Bucket,15
6309,Bucket,15
6310,Bucket,15
6311,"Wire Cutter",15
6312,"Bottom Bracket Tool",20
6313,"Corner Level",20
6314,"Cone Wrench, 15mm",15
6315,"Chain Wrench",50
6316,"Cone Wrench 17mm",15
6317,"Open End Wrench, 32mm, mm",15
6319,"Pedal Wrench",20
6320,"Socket Wrench",15
6325,"Allen Wrench",15
6326,"Leather Punch",15
6327,"Spoke Wrench",20
6328,"Spoke Wrench",15
6329,"Clay Knife",15
6330,"Cyclo Chain Tool",40
6333,"Needle Nose Pliers",15
6334,"Inside Corner Rubber Wipe-Down Knife",15
6335,"Life Jacket",50
6337,Goggles,15
6338,"Phillips Screwdriver",10
6339,Scraper,15
6340,"2 Hole Punch",15
6341,"Socket Wrench, Jointed",25
6342,Bore,15
6343,Bore,15
6344,"Air Compressor",75
6347,"Bike Trainer",50
6348,"Tile Saw",75
6350,"Nut Driver, ?in",15
6351,Paintbrush,5
6353,Paintbrush,15
6354,Paintbrush,10
6355,"Key Hole Saw",15
6356,"Pruning Shears",15
6358,"Corded Drill, 3/8in",20
6359,"Caulk Gun",15
6360,"Caulk Gun",15
6361,"Manual Chemical Pump",50
6363,"Paint Tray",10
6364,"Paint Tray",10
6365,"Paint Tray",10
6366,"Paint Tray",10
6367,"Paint Tray",10
6368,"Paint Tray",10
6369,"Wire Brush",15
6370,Paintbrush,10
6372,Paintbrush,5
6374,Paintbrush,10
6375,Paintbrush,10
6376,Paintbrush,10
6378,"Paint Roller",15
6379,"Paint Roller",15
6380,"Paint Roller",15
6381,"Paint Roller",20
6382,"Paint Roller",15
6383,"Paint Roller",15
6384,"Paint Roller",15
6385,Rope,15
6386,"Flooring Clamp Set",50
6389,"Torque Wrench",50
6390,"Torque Wrench",50
6391,"Rubber Innertube",15
6392,"Rubber Innertube",15
6393,"Flower Press",15
6394,Chisel,15
6395,Chisel,15
6396,Chisel,15
6397,Chisel,15
6398,Gouge,15
6399,"Drywall Knife",15
6400,"Drywall Knife",15
6401,"Drywall Knife",15
6402,"Scraper, Plastic",15
6403,"Scraper, Plastic",15
6404,"Paint Guide",50
6405,"Caulk Remover",15
6406,"Glass Cutter",15
6408,"Embroidery Pattern, Sexy Librarians And Secretaries",15
6409,"Bristle Brush",10
6410,Fan,15
6411,"Clay Knife",15
6412,"Clay Knife",15
6413,"Clay Knife",15
6414,"Bristle Brush",15
6415,"Grout Scraper",15
6416,"Drywall Corner Knife",15
6417,"Bristle Brush",15
6418,"Paint Roller",15
6419,"Strap Wrench",15
6421,"Vacuum Cleaner",50
6422,"Tubing Cutter",15
6424,"Pedal Wrench",20
6425,"Roberston Screwdriver",15
6426,Chisel,10
6428,"Roberston Screwdriver",10
6430,"Weed Pick",15
6431,"Paint Mixer",50
6432,"Glass Cutter",20
6433,"Glass Cutter",20
6434,"Caulk Scraper",15
6435,"Scraper, Flat Head",15
6436,"Key Hole Saw",15
6438,"Paint Roller, Small",15
6439,"Mud Pan",20
6440,Auger,50
6441,"Magnifying Glass Extra Hand",15
6443,"Label Maker",15
6444,"Camping Chair",20
6445,"Camping Chair",15
6446,"Quick Grip Clamp",15
6447,"Watering Can",15
6448,"Rubber Innertube",15
6449,"Paint Tray",8
6450,"Rubber Innertube",20
6451,"Rubber Innertube",15
6452,"Rubber Innertube",15
6453,Tent,50
6454,"Jewelry Tool Kit",15
6458,"Putty Knife",10
6459,"Putty Knife",10
6460,Jigsaw,40
6461,"Power Sander With Vacuum Bag",50
6463,"Extension Cord",15
6464,"Mortising Attachment",50
6466,"Bar Clamp",15
6467,"Impact Driver",50
6468,File,15
6469,File,15
6470,File,15
6472,File,15
6476,"Extension Cord",15
6477,"Power Strip",10
6478,Engraver,40
6479,"Roto Zip",50
6480,"Drill Bit Set",15
6481,"Drill Bit Set",25
6482,"Drill Bit Set",20
6483,"Drill Bit Set",15
6484,C-clamp,15
6485,"Table Saw",100
6486,"Saw Horse, Folding",20
6487,"Saw Horse, Folding",20
6488,"Corded Drill, 3/8in",25
6489,"Brad Nailer",50
6491,Yardstick,5
6493,C-clamp,10
6494,"Drywall Saw",15
6496,"Impact Driver, Pneumatic",50
6497,"Drill, Pneumatic",50
6498,"Router And Router Table",80
6500,"Belt Sander",75
6501,"Saw Horse, Metal",20
6502,"Saw Horse, Metal",20
6504,"Drill Bit Set",15
6505,"Soldering Iron",20
6506,"Circular Saw",40
6508,"Wood Burner",20
6509,"Router Bit Set",25
6514,"Poster Stapler",20
6516,"Nut Driver, 1/4in",15
6519,"Nut Driver, 5/16in",15
6520,"Poster Stapler",15
6525,"Nut Driver, 5/16in",15
6526,"Nut Driver, 1/4in",15
6528,"Nut Driver, 7/32in",15
6530,"Nut Driver, 1/4in",15
6532,"Nut Driver, 11/32in",15
6533,"Nut Driver, 3/16in",15
6534,Rope,50
6536,"Nut Driver, 3/16in",15
6537,"Nut Driver, 11/32in",15
6538,"Nut Driver, 11mm",15
6541,"Nut Driver, ?in",15
6543,"Nut Driver, 7/16in",15
6548,Belt,15
6556,HDX,10
6557,"Needle Nose Pliers",10
6558,"Yogurt Maker",20
6559,"Wire Stripper",15
6560,"Wire Brush",10
6561,"Wire Brush",10
6562,"Wire Brush",10
6563,"Wire Brush",10
6564,"Window Washer",15
6565,"Wire Brush",10
6566,"Wire Brush",10
6567,"Wire Brush",10
6568,"Wire Brush",10
6569,"Wood Chisel, Straight Edge, 3/8in",15
6570,"Wire Brush",10
6571,Dibber,20
6572,"Wire Brush",10
6573,"Wire Brush",5
6574,"Wrench, ?in",20
6575,"Wire Brush",10
6578,"Wire Brush",10
6580,"Wood Chisel, Straight Edge, 1/4in",15
6581,"Slip Joint Pliers",15
6582,"Needle Nose Pliers",10
6584,"Needle Nose Pliers",15
6587,Pliers,15
6588,"Wood Gouge, V-Shaped, 1/4in",15
6589,"Wood Chisel, Straight Edge, 1/4in",15
6590,"Wood Chisel, Skew Blade, 5/8in",15
6591,"Wood Chisel, Skew Blade, 5/16in",15
6592,"Ratchet Driver",50
6593,"Ratchet Driver",50
6594,"Wood Gouge, Curved Blade, 5/8in",15
6595,"Paint Scraper",10
6596,"Ratchet Driver",40
6597,"Paint Scraper",15
6598,"Paint Scraper",15
6599,"Paint Scraper",15
6600,"Paint Scraper",15
6601,"Paint Scraper",15
6602,"Paint Scraper",10
6603,"Print Roller",20
6604,"Carpet Knife",10
6605,"Carpet Knife",15
6607,"Phillips Screwdriver",15
6608,"Phillips Screwdriver",10
6609,"Hex Drive Extender",20
6610,"Wood Gouge, V-Shaped, 5/8in",15
6611,"Hex Drive Extender",15
6612,"Roberston Screwdriver",10
6613,"Screw Starter",15
6616,"Hex Drive Extender",15
6618,Axe,15
6621,"Brake Cylinder Hone",25
6622,"Wrench, ?in",15
6625,"Socket Wrench Extender, 1/4in",15
6626,T-Bevel,15
6627,"Pry Bar",15
6630,"Roofing Hammer",20
6631,"Nail Puller",15
6632,Protractor,5
6633,Rasp,15
6635,"Hook Knife",15
6636,"Nut Driver, ?in",10
6637,"Chip Carving Knife",25
6638,Squeegee,15
6639,"Pressure Cooker",25
6640,"Tie Down, Ratchet",15
6641,"Ratchet Strap",15
6642,"Ratchet Strap",15
6643,"Ratchet Strap",15
6644,Jigsaw,25
6646,"Tire Lever",15
6647,"Tire Lever",10
6648,"Paint Roller",15
6650,"Paint Can Key",5
6652,"Weed Pick",15
6653,"Compression Tester",40
6654,"Fuel Pump Tester",50
6655,"Extension Cord, 8ft",10
6656,"Tubing Cutter",15
6657,"Circuit Tester",15
6658,"Screwdriver Set, Small",15
6659,Knurler,50
6660,"Tin Snips",15
6663,"Drill Guide",20
6664,"Imperial Flaring Tool",40
6665,"Bristle Brush",10
6666,"Pressure Gauge",50
6669,"End Cutting Nippers",15
6670,"Flaring Tool",50
6671,"Pipe Cleaner",15
6672,Jigsaw,25
6673,"Ratchet Cutter",50
6675,File,15
6676,"Grout Float",15
6677,Level,15
6678,"Safety Glasses",10
6679,"Sharpening Stone",15
6680,Level,15
6681,"Shop Vac",75
6682,Jigsaw,25
6683,"Reciprocating Saw",50
6684,Jigsaw,25
6685,Jigsaw,20
6686,"Tool Belt",20
6688,"Reciprocating Saw",50
6689,Protractor,15
6690,"Circular Saw",50
6691,"Circular Saw",50
6692,"Circular Saw",50
6694,"Channel Lock Pliers",15
6695,"Vise Grip, Flat Faced",20
6697,"Staple Gun",15
6699,"Drywall Knife",15
6700,"Bar Clamp",15
6701,"Folding Jab Saw",15
6702,"Caulk Gun",10
6703,"Shop Vac, Wet Only, 6 Gal",50
6704,"Dog Crate",25
6705,"Turkey Fryer",40
6706,"Blade Runner",15
6707,"Juggling Balls",15
6709,"Back Saw",20
6710,"Work Light",25
6711,"Work Light",20
6712,"Work Light",40
6714,"18V Battery Black And Decker BATT_A",20
6715,"Battery Charger 18V",20
6716,"Hedge Trimmer",40
6717,"Bar Clamp",25
6718,"Bar Clamp",20
6719,"Phillips Screwdriver",15
6720,"Cylinder Cone",15
6721,"Cordless Engraver",50
6722,"Heat Gun",40
6724,"Phillips Screwdriver",10
6726,"Drill Press",100
6727,"Embroidery Pattern, Gnomes And Fairies",20
6728,"Carbon Transfer Sheets",15
6729,"Embroidery Pattern, Song Birds",20
6730,"Embroidery Pattern, Under The Sea",25
6731,"Water Soluble Stabilizer",15
6732,"Extension Cord",15
6733,"Circular Saw",40
6735,File,10
6736,File,8
6737,"Knee Pads",15
6738,Level,15
6740,"Needle Files",15
6741,"Socket Set",25
6742,"Socket Set",40
6743,Chisel,15
6745,Goggles,15
6746,Goggles,10
6748,"Aerator Shoes",15
6749,"Folding Chair, Metal",20
6750,"Folding Chair, Metal",15
6751,"Folding Chair, Metal",20
6752,"Folding Chair, Metal",15
6753,"Folding Chair, Metal",15
6754,"Folding Chair, Metal",20
6755,"Folding Chair, Metal",20
6756,"Folding Chair, Plastic",15
6757,"Folding Chair, Metal",15
6758,"Folding Chair, Metal",15
6759,"Folding Chair, Metal",15
6760,"Folding Chair, Metal",15
6761,"Folding Chair, Metal",15
6762,"Folding Chair, Metal",15
6763,"Folding Chair, Metal",15
6764,"Folding Chair, Metal",20
6768,Griddle,40
6769,Cooler,15
6770,Cooler,40
6771,"Shop Vac, Dry Only",50
6772,"Roof Bag",25
6773,Dolly,20
6774,"Draw Knife",15
6775,"Soldering Iron",20
6776,"Soldering Iron",20
6777,"Voltage Tester",20
6778,Multimeter,20
6779,"Cable Tester",50
6780,Multimeter,50
6781,"Voltage Tester",20
6782,"Vacuum Cleaner",50
6784,"Multibit Screwdriver",15
6785,"Screwdriver Set, Micro",15
6787,"Square Shovel",15
6788,Tamper,75
6789,Hoe,15
6793,"Rubber Repair Kit",12
6795,"Vinyl Repair Kit",10
6796,"Snow Shovel",15
6797,"Cement Mixer Drill Attachment",50
6798,"Bar Clamp",15
6799,Plane,15
6800,Shears,15
6801,"Belt Sander",50
6802,"Torque Wrench",50
6803,"Handheld Pry Bar",15
6804,"Handheld Pry Bar",15
6805,"Flat Screwdriver",15
6806,"Flat Screwdriver",5
6807,Wheelbarrow,50
6808,"Water Cooler",20
6809,"Water Cooler",25
6810,"Hot Plate",40
6811,"Fishing Supplies",20
6812,Tent,50
6814,"Sleeping Pad",15
6815,"Sleeping Pad",20
6816,"Car Roof Bag",50
6817,"Hack Saw",10
6818,"Fishing Pole",15
6819,"Fishing Pole",15
6821,"Fishing Net",50
6824,"Handheld Pry Bar",15
6825,Torch,50
6826,Square,25
6828,"Car Battery Charger",50
6829,"Bike Stand",50
6830,"Walking Cane",15
6831,"Small Fan/Heater",15
6832,"Shopvac Bags And Filters",20
6833,"Knee Pads",15
6834,"Ratchet Driver Set",40
6835,"Socket Set, Metric and SAE",20
6836,"Cordless Drill",40
6838,"Battery Charger",35
6839,"Car Jack",40
6841,"Push Broom",15
6843,"Dynamic VR Headset",50
6844,"Stud Finder",20
6845,"Table Saw",75
6846,"Gear Puller, Large",50
6847,"Canning Jar Opener",10
6848,"Jar Lifter",15
6849,"Snap Ring Pliers",15
6850,Square,20
6851,"Round Shovel",20
6852,Auger,60
6853,"Sewing Machine Table",75
6855,"Battery Charger",25
6856,"18V Battery BATT_C",15
6858,"Dual-Bevel Sliding Compound Mitersaw",150
6859,"Angle Grinder",50
6863,"Socket Driver",15
6865,"Bar Clamp",15
6866,"Bar Clamp",15
6867,"Bar Clamp",25
6868,"Band Clamp",25
6869,"Band Clamp",25
6870,"Corded Drill",20
6871,"Coping Saw",15
6872,"Miter Box, With Saw",40
6873,Sledgehammer,40
6874,Jigsaw,25
6875,"Crow Bar, Chiseled End",15
6877,Chalkline,15
6878,"Molding Blades Set",50
6879,Paintbrush,10
6880,"Cell Phone Repair Kit",20
6881,"Bar Clamp",20
6882,C-clamp,15
6883,C-clamp,10
6884,C-clamp,15
6885,C-clamp,10
6886,C-clamp,15
6887,"Profile Sander Kit",75
6888,"Cordless Drill",50
6889,"Cordless Drill Set",25
6890,"Air Compressor Hose",50
6891,"Air Compressor Hose",50
6892,"Drywall Saw",20
6894,"Extension Cord",15
6895,"Extension Cord, Non-Grounded",15
6896,"Extension Cord",15
6897,"Work Light",25
6898,"Work Light",50
6900,"Saw Horse, Folding",20
6901,"Saw Horse, Folding",25
6902,Jigsaw,50
6903,"Drill Bit Set",25
6905,"Cordless Drill",50
6906,"Drill Bit Set",20
6907,"Quick Grip Clamp",15
6909,"Quick Grip Clamp",15
6910,"Quick Grip Clamp",15
6912,"Quick Grip Clamp",20
6915,"Hack Saw",15
6916,"Spectrum Analyzer",150
6918,"Water Meter Key, 1/2""",15
6921,Plane,50
6922,Auger,40
6923,"Sink Auger",50
6924,"Hot Glue Gun",15
6925,"Slip Joint Pliers",15
6927,"Slip Joint Pliers",15
6928,"Slip Joint Pliers",20
6929,Pliers,15
6931,"Tin Snips",15
6932,"Tin Snips",15
6933,"Tin Snips",15
6934,"Bread Maker",20
6935,"Leather Punch",20
6936,"Snow Shovel, Small",15
6937,"Box Cutter",10
6938,C-clamp,15
6939,C-clamp,15
6940,C-clamp,15
6941,C-clamp,15
6942,"Bar Clamp",15
6943,"Tile Saw",150
6944,"Welding Helmet",80
6945,"Fall Protection Kit",50
6946,"Pole Saw",40
6947,"Taping Knife",15
6949,"Concrete Stirrer",75
6950,"Drywall Stripper",25
6951,Router,50
6952,"Weed Whacker",40
6953,"Shop Vac, Dry Only, Bucket",50
6954,"Outlet Tester",15
6955,"Bucket With Wringer",15
6956,"Bench Grinder",50
6960,"18V Battery BATT_C",40
6961,"12V Battery",15
6964,"Orbital Buffer",40
6965,"18V Battery Ryobi BATT_A",20
6966,"Industrial Hot Plate",75
6967,"Toaster Oven",15
6969,"Rubber Mallet",15
6970,"Extension Cord",15
6971,"Masonry Trowel",20
6972,Bucket,20
6974,"Nut Driver, ?in, Long",15
6976,"Windows Laptop, Thinkpad T420",80
6977,"Quick Grip Clamp",15
6978,"Push Broom",15
6981,"Soldering Gun",20
6982,C-clamp,15
6983,"Inductive Timing Light",50
6984,"12V Battery",20
6985,"12V Battery",20
6986,"12V Battery Charger",25
6989,"Tire Lever",15
6990,"Paint Roller",15
6991,"Paint Roller",15
6993,"Paint Roller",10
6994,"Paint Roller",15
6995,"Shop Vac, Wet/Dry, 1 Gal",25
6998,Plane,50
7002,"Hack Saw",15
7003,"Volt Meter",15
7004,"Soldering Iron",20
7005,"Ice Cream Maker",50
7006,"Claw Hammer",15
7007,"Claw Hammer",15
7008,"Claw Hammer",15
7009,"Claw Hammer",15
7011,"Router Depth Gauge",25
7012,Bucket,5
7013,"Corded Drill",25
7014,"Power Probe Tester",40
7016,"Wire Stripper",15
7017,"Open End Wrench, 1-1/16in",15
7018,"Electric Auger",75
7019,"Paint Roller Extension Pole",20
7020,Jigsaw,40
7023,"Taping Knife",15
7024,"Corner Trowel",15
7025,Respirator,20
7026,"Screwdriver Set, Narrow",25
7027,"Power Planer",75
7028,"Shoulder Dolly",40
7029,"Corner Trowel",15
7030,"Corner Trowel",15
7031,"Corner Trowel",15
7033,"Wire Stripper",20
7034,"Wire Stripper",20
7036,"Allen Wrench Set",15
7037,"Vernier Caliper",50
7038,"Heat Gun",25
7039,"Third Hand",20
7040,"Helping Hand With Magnifying Glass",15
7041,"The Artist's Complete Guide To Facial Expressions",20
7042,Bucket,15
7043,"Staple Gun, Electric",50
7044,"Staple Gun",15
7045,"Rubber Mallet",15
7046,"Back Saw",25
7047,Goggles,15
7048,"Corded Drill, 1/4in",50
7049,"Flat Screwdriver",10
7051,"Flat Screwdriver",10
7053,C-clamp,5
7055,"Straight Finish Brads",50
7056,"Push Broom",15
7057,"Paint Mixer Drill Bit",20
7059,"Spinner Wrench",15
7060,"Screwdriver Set",20
7061,"Folding Chair, Metal",15
7062,"Folding Chair",15
7063,"Drop Cloth",15
7065,Vials,10
7069,Vials,15
7070,"Bristle Brush",15
7071,"Bristle Brush",15
7072,Funnel,5
7073,Squeegee,15
7074,"Caulk Gun",15
7075,"Caulk Gun",15
7076,"Tool Kit",40
7077,Palette,20
7078,"Paint Mixer Drill Bit",20
7079,Tablecloths,25
7080,Goggles,15
7081,"Cordless Drill + Sawzall + Light Kit",75
7082,"Circular Saw",50
7083,"Marking Guide",15
7084,"Marking Guide",15
7085,"Power Sander",50
7086,"Stud Finder (Mini)",15
7087,"Laser Level",50
7088,"Quick Grip Clamp",15
7089,"Quick Grip Clamp",15
7091,"Wire Cutter",15
7092,"Caulk Remover",15
7093,"Caulk Scraper",15
7094,"Caulk Spreader",15
7095,"Claw Hammer",15
7096,"Flat Screwdriver",15
7097,"Flat Screwdriver",8
7098,"Phillips Screwdriver",15
7100,"Corner Level",20
7101,"Coping Saw",15
7102,Shears,15
7103,"Weed Whacker",40
7104,"Drywall Screwgun",50
7105,Jigsaw,25
7106,"Hand Drill",15
7107,"Hand Drill",15
7108,"Pruning Shears",15
7109,"Ball Peen Hammer",15
7110,Rasp,15
7111,"Nail Puller",15
7112,"Hand Drill",15
7113,"Bulb Planter",20
7114,"Pipe Wrench",15
7115,"Ball Peen Hammer",15
7117,"Ice Cream Maker",40
7119,"Taping Knife",15
7120,"Taping Knife",15
7121,"Taping Knife",15
7122,"Planing Knife",15
7123,"Taping Knife",15
7124,"Box Cutter",10
7125,"Utility Knife",10
7126,"Carpet Knife",15
7128,"Nail Puller",10
7129,"Wire Brush",15
7130,"Corner Clamp",15
7131,"Hack Saw",15
7132,Rasp,15
7133,"Ball Peen Hammer",10
7134,Square,20
7135,"Brick Trowel",15
7136,"Tool Kit",50
7137,"Coping Saw",15
7138,"Adjusable Wrench",15
7139,"Voltage Tester",25
7140,"Socket Wrench",15
7141,"Socket Wrench",20
7142,"Combination Wrench, 9/16in",15
7143,"Box Wrench, 1/2in",15
7144,Multimeter,20
7145,"Open End Wrench, 1/2in, 9/16in",15
7146,"Open End Wrench, ?in, ?in",15
7147,"Combination Wrench, 14mm",15
7148,"Combination Wrench, ?in",15
7149,"Combination Wrench, ?in",50
7150,"Combination Wrench, 12mm",15
7151,"Combination Wrench, 7/16in",15
7152,"Combination Wrench, 12mm",15
7153,"Combination Wrench, ?in",15
7154,"Combination Wrench, ?in",15
7155,"Combination Wrench, 13mm",15
7156,"Combination Wrench, ?in",20
7157,"Combination Wrench, 6mm",15
7158,"Combination Wrench, 10mm",15
7159,"Combination Wrench, ?in",25
7160,"Combination Wrench, ?in",15
7161,"Box Wrench, ?in",15
7162,"Combination Wrench, 13mm",15
7163,"Combination Wrench, ?in",15
7164,"Combination Wrench, ?in",20
7165,"Hot Glue Gun",15
7166,"Combination Wrench, 7/16in",10
7167,"Box Wrench, ?in",20
7169,"Combination Wrench, 5/16in",15
7170,"Box Wrench, ?in",15
7171,"Combination Wrench, 8mm",15
7172,"Taping Knife",15
7173,"Wood Burner",20
7174,Pliers,15
7175,Chisel,15
7176,"Box Wrench, 3/8in",15
7177,"Torx Screwdriver",15
7178,"Vise Grip",20
7179,"Nail Puller",15
7180,"Wire Cutter",15
7181,Chisel,15
7182,"Screwdriver Tool, Phillips",15
7183,"Box Wrench",20
