Item Type,Types Of Items,Item Count,Disabled Item Count,Active Item Count,Max Checked Out,Max Checked Out Date,Utilization
Crimpers,1,10,2,8,2,2019-06-22 10:08:00,25.0
Bucket Scoops,3,17,5,12,3,2019-03-25 18:50:00,25.0
Scroller Power Saws,1,5,1,4,1,2016-07-31 17:26:00,25.0
Spark Plug Wrench Set,1,4,0,4,1,2020-01-11 12:01:00,25.0
Video & Photography,22,16,4,12,3,2017-10-22 17:22:00,25.0
Taping Knives,1,12,0,12,3,2019-03-25 18:50:00,25.0
AC Adapters,1,4,0,4,1,2022-01-15 15:23:00,25.0
Camera Tripods,1,4,0,4,1,2017-09-06 17:35:00,25.0
Tap and Die,1,14,2,12,3,2017-11-26 16:51:00,25.0
Brushes and Rollers,11,195,27,168,42,2022-04-12 19:08:00,25.0
Tube Cutters,1,8,0,8,2,2019-05-11 10:40:00,25.0
Back Saws,1,15,3,12,3,2018-01-07 16:53:00,25.0
Drills,1,10,2,8,2,2019-10-12 11:04:00,25.0
Other Kitchen & Serving,1,11,3,8,2,2017-09-13 16:12:00,25.0
Furniture,8,21,9,12,3,2017-03-15 20:02:00,25.0
Kitchen Gadgets,1,4,0,4,1,2020-11-14 11:01:00,25.0
Flashlights,1,14,2,12,3,2020-10-03 09:36:00,25.0
Locking Pliers,1,4,0,4,1,2017-06-17 10:19:00,25.0
Dado Saw Blades,1,4,0,4,1,2018-06-06 20:55:00,25.0
Squares,1,34,5,29,7,2018-01-07 18:03:00,24.1
Needle Nose Pliers,1,41,16,25,6,2018-08-01 19:43:00,24.0
Punches,1,17,0,17,4,2022-03-08 19:07:00,23.5
"Chains, Ropes, and Straps",5,41,24,17,4,2021-12-08 18:44:00,23.5
Testers,4,20,3,17,4,2020-08-01 10:17:00,23.5
Drywall Tools,5,40,10,30,7,2017-10-04 21:08:00,23.3
Plumbing Tools,1,23,10,13,3,2021-05-15 09:44:00,23.1
Voltage Tester,1,9,0,9,2,2019-12-03 18:28:00,22.2
Coping Saw,1,10,1,9,2,2017-10-21 10:56:00,22.2
Brooms & Mops,5,11,2,9,2,2019-02-16 10:50:00,22.2
Pipe Cutters,1,10,1,9,2,2020-08-08 10:48:00,22.2
Fiber Arts,1,20,6,14,3,2017-09-16 12:15:00,21.4
Pipe Wrenches,1,34,6,28,6,2017-02-01 19:01:00,21.4
Sports & Outdoors,36,59,16,43,9,2022-03-13 16:14:00,20.9
Safety Equipment,11,56,12,44,9,2017-05-17 19:12:00,20.5
"Files, Awls & Punches",7,101,22,79,16,2022-04-02 11:23:00,20.3
Soldering Iron,1,40,10,30,6,2019-06-25 20:03:00,20.0
Paint Roller Frame,1,45,5,40,8,2019-07-27 10:24:00,20.0
Induction Cooktops,1,5,0,5,1,2018-06-10 20:36:00,20.0
USB Flash Drives & Memory Cards,1,5,0,5,1,2021-02-06 09:38:00,20.0
Data Storage Devices,6,5,0,5,1,2021-02-06 09:38:00,20.0
Sharp Bristle Brushes,1,22,2,20,4,2022-04-12 19:08:00,20.0
Induction Cooking,3,5,0,5,1,2018-06-10 20:36:00,20.0
Lock Nut Wrench,1,5,0,5,1,2017-10-22 17:14:00,20.0
Safety Glasses,1,10,0,10,2,2019-05-11 10:40:00,20.0
Web Clamps,1,5,0,5,1,2018-07-22 17:51:00,20.0
Vises,1,10,0,10,2,2017-06-03 11:00:00,20.0
Hand Tool Sets,1,6,1,5,1,2019-08-14 19:45:00,20.0
Trowels & Floats,9,82,21,61,12,2022-03-13 18:19:00,19.7
Small Appliances,7,32,6,26,5,2017-09-13 16:05:00,19.2
Adjustable Wrench,1,46,9,37,7,2019-04-23 19:35:00,18.9
Games,6,23,7,16,3,2017-06-10 11:45:00,18.8
Chisels & Gouges,4,105,24,81,15,2020-10-03 12:02:00,18.5
Screwdriver Sets,1,24,2,22,4,2021-09-29 19:37:00,18.2
Power,5,14,3,11,2,2022-02-08 21:01:00,18.2
Soldering & Heat Guns,4,70,20,50,9,2019-06-25 20:03:00,18.0
C-Clamps,1,86,24,62,11,2017-04-19 20:49:00,17.7
Paint Scraper,1,18,1,17,3,2019-09-16 18:37:00,17.6
Saws,13,161,47,114,20,2022-04-02 11:23:00,17.5
Key Hole Saws,1,35,12,23,4,2019-07-01 19:26:00,17.4
"Pliers, Cutters, and Snips",9,197,52,145,25,2022-03-27 16:59:00,17.2
Hand Tools,80,1106,299,807,138,2022-04-12 19:45:00,17.1
Bicycle Accessories,7,6,0,6,1,2017-04-19 20:13:00,16.7
Corner Trowel,1,7,1,6,1,2016-07-10 18:22:00,16.7
Computer Power Adapters,1,6,0,6,1,2021-07-24 09:37:00,16.7
Kitchen & Dining,30,97,22,75,12,2019-07-13 11:16:00,16.0
Wood Chisel,1,21,2,19,3,2021-06-05 11:39:00,15.8
Box Wrench Sets,1,19,6,13,2,2021-04-13 20:49:00,15.4
Scrapers,5,83,5,78,12,2017-07-29 09:46:00,15.4
Electronics,34,22,9,13,2,2022-02-08 21:01:00,15.4
Wrench Sets,10,378,157,221,33,2022-04-10 16:21:00,14.9
Bike Tools,9,79,11,68,10,2018-09-16 18:11:00,14.7
Power Plug & Socket Adapters,1,7,0,7,1,2018-05-20 16:27:00,14.3
Misc,1,44,37,7,1,2016-05-22 17:25:00,14.3
Garden Hoses,1,26,5,21,3,2022-02-22 18:30:00,14.3
Tools,19,172,35,137,19,2022-04-16 01:14:00,13.9
Utility Knives,1,47,11,36,5,2019-07-01 19:26:00,13.9
Wire Strippers,1,30,1,29,4,2019-06-26 19:17:00,13.8
Board Games,1,19,4,15,2,2017-09-15 22:08:00,13.3
Slip Joint Pliers,1,39,1,38,5,2019-10-26 11:18:00,13.2
Electrical Tools,3,59,6,53,7,2020-01-19 18:40:00,13.2
Computers,15,17,1,16,2,2017-12-06 15:57:00,12.5
Rivet Tools,1,8,0,8,1,2018-03-07 16:56:00,12.5
Rasps,1,12,3,9,1,2017-01-04 19:10:00,11.1
Tape Measures,1,39,12,27,3,2017-12-16 12:14:00,11.1
Chalklines,1,10,1,9,1,2018-01-27 11:08:00,11.1
Linoleum Knives,1,10,1,9,1,2017-02-22 19:47:00,11.1
Garden Tools,14,66,10,56,6,2017-06-24 09:46:00,10.7
Ceramic & Glass Arts,1,15,5,10,1,2017-11-15 17:56:00,10.0
Open End Wrench,1,66,25,41,4,2022-04-02 10:28:00,9.8
Combination Wrench Sets,1,100,16,84,8,2021-09-01 20:09:00,9.5
Knives,5,91,26,65,6,2019-07-27 10:02:00,9.2
Art,8,50,14,36,3,2017-09-16 12:15:00,8.3
Wrenches,12,260,61,199,15,2021-08-31 18:51:00,7.5
Phillips Screwdrivers,1,156,19,137,8,2019-10-08 19:27:00,5.8
Screwdrivers,6,448,57,391,16,2018-09-01 11:55:00,4.1
Flat Screwdrivers,1,216,31,185,7,2019-03-02 09:48:00,3.8
Hoists & Trolleys,2,3,2,1,0,,0.0
Chain Hoist,1,3,2,1,0,,0.0
Watering Tools,1,2,0,2,0,,0.0
Skates,1,1,0,1,0,,0.0
Woodworking Kits,1,1,0,1,0,,0.0
Nail Sets,1,3,0,3,0,,0.0
Dovetail Jigs,1,1,0,1,0,,0.0
Hand Air Pumps,1,1,0,1,0,,0.0
Manual Hedge Trimmers,1,6,4,2,0,,0.0
Keys,1,1,0,1,0,,0.0
Pressure Washer Attachments,1,1,0,1,0,,0.0
Electric Air Pumps,1,2,0,2,0,,0.0
12v Battery Chargers,1,1,0,1,0,,0.0
Router Accessories,5,1,0,1,0,,0.0
Tuck Point Trowel,1,1,0,1,0,,0.0
Pipe Clamps,1,6,1,5,0,,0.0
Bedding,5,1,0,1,0,,0.0
Pillows,1,1,0,1,0,,0.0
Party & Events,9,1,0,1,0,,0.0
Spanner Wrenches,1,1,0,1,0,,0.0
Open End Wrench Sets,1,1,0,1,0,,0.0
Research Equipment,1,1,0,1,0,,0.0
Plumb Bob,1,1,0,1,0,,0.0
Contour Gauges,1,6,5,1,0,,0.0
Marking,1,3,0,3,0,,0.0
Knee Braces,1,1,0,1,0,,0.0
Medical Braces,8,2,1,1,0,,0.0
Bathroom Grab Bars,1,1,0,1,0,,0.0
Shower Chairs & Benches,1,1,0,1,0,,0.0
Bathroom Safety,5,2,0,2,0,,0.0
Canes,1,1,0,1,0,,0.0
Rollators & Rolling Walkers,1,1,0,1,0,,0.0
Walkers,1,1,0,1,0,,0.0
Molding Router Bits,1,1,0,1,0,,0.0
Smoothing Brush,1,1,0,1,0,,0.0
Router Bits,9,2,0,2,0,,0.0
Detectors,1,1,0,1,0,,0.0
Air Sanders,1,1,0,1,0,,0.0
Video Gaming,4,2,1,1,0,,0.0
Kayaking Gear,4,1,0,1,0,,0.0
USB-C Cables,1,1,0,1,0,,0.0
Label Makers,1,1,0,1,0,,0.0
Laser Printers,4,1,0,1,0,,0.0
Black & White Laser Printers,1,1,0,1,0,,0.0
Video Adapters,1,3,0,3,0,,0.0
Outdoors Safety,9,3,0,3,0,,0.0
Climbing Harnesses,1,1,0,1,0,,0.0
Camera Equipment,3,1,0,1,0,,0.0
Camera Lighting Equipment,1,1,0,1,0,,0.0
Video Players & Recorders,4,2,0,2,0,,0.0
Blu-ray Players,1,1,0,1,0,,0.0
Smartphones,3,2,0,2,0,,0.0
iPhones,1,2,0,2,0,,0.0
Barcode & RFID Scanners,3,2,0,2,0,,0.0
Barcode Scanners,1,2,0,2,0,,0.0
Camping & Hiking Storage,2,1,0,1,0,,0.0
Speakers & Amplifiers,3,1,0,1,0,,0.0
Audio Accessories,4,1,0,1,0,,0.0
Audio Cables,9,1,0,1,0,,0.0
Public Address Systems,1,3,0,3,0,,0.0
Microphone Stands,1,1,0,1,0,,0.0
Snowboards,1,1,0,1,0,,0.0
Controllers,1,1,0,1,0,,0.0
Network Cables,1,3,0,3,0,,0.0
Boats & Rafts,1,1,0,1,0,,0.0
Network Accessories,2,3,0,3,0,,0.0
Tachometers,1,1,0,1,0,,0.0
Toys,1,2,0,2,0,,0.0
Farm Tools,5,1,0,1,0,,0.0
Orchard Sprayers,3,1,0,1,0,,0.0
Hand Pump Orchard Sprayers,1,1,0,1,0,,0.0
Totes,1,1,0,1,0,,0.0
Handbags,3,2,1,1,0,,0.0
Mugs,3,1,0,1,0,,0.0
Ceramic Mugs,1,1,0,1,0,,0.0
Hard Hats,1,1,0,1,0,,0.0
Helmets,1,1,0,1,0,,0.0
Personal Protective Head Gear,3,2,0,2,0,,0.0
Plates & Bowls,3,2,0,2,0,,0.0
Boots,2,1,0,1,0,,0.0
Footwear,7,1,0,1,0,,0.0
Grain Mills,1,2,0,2,0,,0.0
Pots & Pans,1,1,0,1,0,,0.0
Magazines,1,1,0,1,0,,0.0
DVD,1,2,0,2,0,,0.0
Network Equipment,5,2,0,2,0,,0.0
Musical Instrument Accessories,10,1,0,1,0,,0.0
Music,13,3,2,1,0,,0.0
Network Switches,1,1,0,1,0,,0.0
Beverage Service Equipment,8,1,0,1,0,,0.0
Crosscut Saws,1,1,1,0,0,,
Wood Clamp,1,1,1,0,0,,
Hand Sickle,1,1,1,0,0,,
Air Wrenches,1,1,1,0,0,,
CD-ROM,1,1,1,0,0,,
Props,1,1,1,0,0,,
Video Game Accessories,1,1,1,0,0,,
Multifunction Inkjet Printers,1,1,1,0,0,,
TVs,1,2,2,0,0,,
Video Switchers,1,1,1,0,0,,
Sensors,5,1,1,0,0,,
Other Electronic Devices,1,1,1,0,0,,
Guitars,11,2,2,0,0,,
Cars,2,1,1,0,0,,
Personal Protective Equipment,5,1,1,0,0,,
Eye Protection,1,1,1,0,0,,
Bags,6,1,1,0,0,,
Activities,1,1,1,0,0,,
Ironing Boards,1,1,1,0,0,,
Walking Boots & Braces,1,1,1,0,0,,
Wood & Metal Arts,1,1,1,0,0,,
