index,Membership ID,Item ID,Checked Out,Checked In,Due Date,Late Fees To Date,Renewals
2183,0,5393,2019-10-09 20:39:00,2019-11-03 18:56:00,2019-10-27,0.0,1
2145,0,6262,2020-03-07 10:27:00,2020-03-09 18:47:00,2020-03-14,0.0,0
1676,10,3766,2017-02-11 10:46:00,2017-02-20 11:27:00,2017-02-18,0.0,0
2176,1003,5413,2017-10-07 11:55:00,2017-10-14 11:36:00,2017-10-14,0.0,0
2471,1005,380,2017-10-14 11:36:00,2017-12-09 10:43:00,2017-11-23,0.0,1
2468,1005,662,2017-10-07 10:31:00,2017-10-14 11:03:00,2017-10-14,0.0,0
2829,1005,662,2018-05-12 09:42:00,2018-05-16 17:34:00,2018-05-19,0.0,0
2470,1005,5013,2017-10-14 11:36:00,2017-12-09 10:43:00,2017-11-23,0.0,1
2830,1005,5234,2018-05-12 09:42:00,2018-05-16 17:34:00,2018-05-19,0.0,0
2469,1005,5853,2017-10-07 10:31:00,2017-10-14 11:03:00,2017-10-14,0.0,0
1245,1007,5069,2017-10-08 18:15:00,2017-10-29 15:12:00,2017-10-15,0.0,0
1246,1007,5378,2017-10-08 18:15:00,2017-10-29 15:12:00,2017-10-15,0.0,0
2462,1008,5243,2017-10-08 17:48:00,2018-06-10 17:31:00,2017-10-15,0.0,0
386,1009,4520,2017-10-08 18:36:00,2017-10-22 16:25:00,2017-10-22,0.0,1
385,1009,6028,2017-10-08 18:36:00,2017-10-22 16:25:00,2017-10-22,0.0,1
387,1009,6214,2017-10-08 18:36:00,2017-10-22 16:25:00,2017-10-22,0.0,1
384,1009,6215,2017-10-08 18:36:00,2017-10-22 16:25:00,2017-10-22,0.0,1
3931,1012,5001,2017-10-11 15:28:00,2017-10-18 18:06:00,2017-10-18,0.0,0
5506,1012,5068,2019-05-06 18:38:00,2019-05-19 16:07:00,2019-05-20,0.0,1
3281,1012,5068,2021-04-06 18:20:00,2021-04-20 18:16:00,2021-04-13,0.0,0
5507,1012,5890,2019-05-06 18:38:00,2019-05-19 16:07:00,2019-05-20,0.0,1
1621,1013,411,2018-09-08 09:32:00,2018-09-29 10:48:00,2018-09-15,0.0,0
1243,1014,3870,2017-10-11 15:49:00,2017-10-29 18:12:00,2017-10-25,0.0,1
2828,1015,4169,2018-01-31 15:36:00,2018-02-18 16:26:00,2018-02-07,0.0,0
2827,1015,6671,2018-01-31 15:36:00,2018-02-18 16:26:00,2018-02-07,0.0,0
1247,1016,4367,2017-10-14 09:29:00,2017-10-18 15:37:00,2017-10-21,0.0,0
1249,1016,4370,2017-10-14 09:29:00,2017-10-18 15:37:00,2017-10-21,0.0,0
1248,1016,5180,2017-10-14 09:29:00,2017-10-18 15:37:00,2017-10-21,0.0,0
1250,1016,5184,2017-10-14 09:29:00,2017-10-18 15:37:00,2017-10-21,0.0,0
2757,1017,2629,2017-10-14 10:59:00,2017-11-05 16:25:00,2017-10-29,0.0,1
2892,1018,100,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2920,1018,165,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2921,1018,166,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2868,1018,167,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2869,1018,168,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2924,1018,169,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2870,1018,170,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2926,1018,171,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2871,1018,172,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2872,1018,173,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2873,1018,174,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2874,1018,175,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2875,1018,176,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2932,1018,177,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2876,1018,178,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2877,1018,179,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2859,1018,319,2018-08-12 15:54:00,2018-08-12 19:06:00,2018-08-19,0.0,0
2674,1018,417,2022-12-18 18:08:00,2023-01-17 18:16:00,2023-01-03,0.0,0
2675,1018,418,2022-12-18 18:08:00,2023-01-17 18:16:00,2023-01-03,0.0,0
2856,1018,475,2018-02-18 16:53:00,2018-04-08 17:26:00,2018-02-25,0.0,0
2893,1018,4552,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2888,1018,4695,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2889,1018,4697,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2890,1018,4699,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2860,1018,4820,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2878,1018,4821,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2937,1018,4822,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2891,1018,5004,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2861,1018,5063,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2862,1018,5064,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2863,1018,5065,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2864,1018,5066,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2942,1018,5212,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2865,1018,5213,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2858,1018,5542,2018-04-25 18:41:00,2018-05-09 20:10:00,2018-05-02,0.0,0
2531,1018,5546,2017-11-01 17:37:00,2017-11-15 18:22:00,2017-11-08,0.0,0
2530,1018,5656,2017-11-01 17:37:00,2017-11-25 11:55:00,2017-11-23,0.0,1
2968,1018,5774,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2529,1018,6298,2017-10-15 16:33:00,2017-10-22 18:33:00,2017-10-22,0.0,0
2857,1018,6298,2018-04-25 18:41:00,2018-05-09 20:10:00,2018-05-02,0.0,0
2855,1018,6299,2018-02-18 16:53:00,2018-04-08 17:26:00,2018-02-25,0.0,0
2944,1018,6749,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2879,1018,6750,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2880,1018,6751,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2881,1018,6752,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2882,1018,6753,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2883,1018,6754,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2950,1018,6755,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2951,1018,6756,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2884,1018,6757,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2953,1018,6758,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2885,1018,6759,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2866,1018,6760,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2886,1018,6761,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2867,1018,6762,2018-10-28 16:47:00,2018-11-21 18:22:00,2018-11-24,0.0,1
2958,1018,6763,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2887,1018,6764,2018-11-06 19:41:00,2018-11-21 18:22:00,2018-11-24,0.0,2
2960,1018,7061,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
2961,1018,7062,2018-11-17 10:12:00,2018-11-21 18:22:00,2018-11-24,0.0,0
4190,1019,4853,2020-03-07 12:37:00,2021-04-20 19:19:00,2020-12-19,0.0,12
3002,1019,4873,2017-12-02 11:50:00,2017-12-20 15:46:00,2017-12-18,0.0,2
3003,1019,5625,2017-12-02 11:50:00,2017-12-20 15:46:00,2017-12-18,0.0,2
3008,1019,6488,2017-12-20 15:48:00,2018-01-10 18:41:00,2017-12-27,0.0,0
4188,1019,7368,2020-03-07 12:37:00,2021-04-20 19:19:00,2020-12-19,0.0,12
4189,1019,7373,2020-03-07 12:37:00,2021-04-20 19:19:00,2020-12-19,0.0,12
3792,1020,5048,2018-07-14 12:03:00,2018-08-28 17:05:00,2018-08-27,0.0,3
3547,1020,5615,2017-10-18 16:21:00,2017-11-12 18:35:00,2017-10-25,0.0,0
4550,1020,6490,2019-12-15 17:56:00,2020-01-25 11:51:00,2020-01-12,0.0,3
4549,1020,6841,2019-12-15 17:25:00,2020-01-25 11:51:00,2020-01-12,0.0,3
1234,1021,228,2017-10-18 19:27:00,2019-02-22 01:41:00,2017-11-11,0.0,1
1233,1021,5125,2017-10-18 19:27:00,2017-11-04 10:08:00,2017-10-25,0.0,0
1236,1021,5620,2017-10-18 19:27:00,2017-11-04 10:08:00,2017-10-25,0.0,0
1235,1021,6176,2017-10-18 19:27:00,2019-02-22 01:41:00,2017-11-11,0.0,1
1232,1021,6302,2017-10-18 19:27:00,2019-02-22 01:41:00,2017-11-11,0.0,1
1768,1022,96,2018-05-13 18:55:00,2018-06-03 16:17:00,2018-05-20,0.0,0
1511,1022,185,2017-10-28 09:32:00,2017-11-01 18:13:00,2017-11-04,0.0,0
1763,1022,369,2018-04-08 16:52:00,2018-04-15 17:34:00,2018-04-15,0.0,0
1766,1022,680,2018-05-06 17:05:00,2018-05-13 18:53:00,2018-05-13,0.0,0
1765,1022,3743,2018-04-08 16:52:00,2018-04-15 17:34:00,2018-04-15,0.0,0
1733,1022,3976,2019-06-26 18:11:00,2019-06-26 18:27:00,2019-07-03,0.0,0
1732,1022,4115,2019-06-26 18:11:00,2019-06-26 18:27:00,2019-07-03,0.0,0
1513,1022,4341,2017-12-16 12:14:00,2018-01-14 16:13:00,2018-01-08,0.0,1
1731,1022,4538,2019-06-26 18:11:00,2019-06-26 18:27:00,2019-07-03,0.0,0
1514,1022,4938,2017-12-16 12:14:00,2018-01-14 16:13:00,2018-01-08,0.0,1
1755,1022,5199,2018-01-14 17:29:00,2018-01-20 09:12:00,2018-01-21,0.0,0
1758,1022,5204,2018-01-20 09:16:00,2018-01-28 16:07:00,2018-01-27,0.0,0
1770,1022,5250,2018-10-16 16:25:00,2018-10-28 17:59:00,2018-10-23,0.0,0
1730,1022,5321,2019-03-26 18:33:00,2019-03-26 19:27:00,2019-04-02,0.0,0
1764,1022,5408,2018-04-08 16:52:00,2018-04-15 17:34:00,2018-04-15,0.0,0
1510,1022,5800,2017-10-28 09:32:00,2017-11-01 18:13:00,2017-11-04,0.0,0
1512,1022,5800,2017-11-19 16:12:00,2017-12-03 16:38:00,2017-11-26,0.0,0
1756,1022,5800,2018-01-14 17:29:00,2018-01-28 18:42:00,2018-02-04,0.0,2
1762,1022,6050,2018-02-25 16:50:00,2018-03-11 16:47:00,2018-03-04,0.0,0
1769,1022,6255,2018-05-16 17:02:00,2018-06-03 16:17:00,2018-05-23,0.0,0
1759,1022,6466,2018-01-20 09:16:00,2018-01-28 16:07:00,2018-01-27,0.0,0
1761,1022,6495,2018-02-25 16:50:00,2018-03-11 16:47:00,2018-03-04,0.0,0
1767,1022,6500,2018-05-06 17:05:00,2018-05-13 18:53:00,2018-05-13,0.0,0
3647,1023,305,2018-10-10 20:10:00,2018-10-23 17:54:00,2018-10-17,0.0,0
3648,1023,347,2018-10-10 20:10:00,2018-10-23 17:54:00,2018-10-17,0.0,0
3649,1023,493,2018-10-10 20:10:00,2018-10-23 17:54:00,2018-10-17,0.0,0
3650,1023,5661,2018-11-21 19:26:00,2019-01-02 18:55:00,2018-11-28,0.0,0
3651,1023,6295,2018-11-21 19:26:00,2019-01-02 18:55:00,2018-11-28,0.0,0
1628,1026,4347,2017-10-21 10:53:00,2017-10-28 11:16:00,2017-10-28,0.0,0
1629,1026,4543,2017-10-21 10:53:00,2017-11-15 17:50:00,2017-11-11,0.0,2
1631,1026,4811,2017-11-04 11:22:00,2017-11-15 17:50:00,2017-11-11,0.0,0
4295,1027,5392,2017-10-21 11:13:00,2017-10-22 16:57:00,2017-10-28,0.0,0
765,1028,5541,2017-10-21 11:26:00,2018-08-29 04:18:00,2017-10-28,0.0,0
766,1028,6240,2017-10-21 11:26:00,2018-08-29 04:18:00,2017-10-28,0.0,0
2453,1029,452,2017-10-28 11:59:00,2017-11-08 19:07:00,2017-11-04,0.0,0
2452,1029,4628,2017-10-28 11:59:00,2017-11-08 19:07:00,2017-11-04,0.0,0
2454,1029,4872,2017-10-28 11:59:00,2017-11-08 19:07:00,2017-11-04,0.0,0
3088,1030,4169,2017-10-22 17:14:00,2017-10-25 19:34:00,2017-10-29,0.0,0
3086,1030,5572,2017-10-22 16:24:00,2017-10-22 17:14:00,2017-10-29,0.0,0
3087,1030,5679,2017-10-22 17:14:00,2017-10-25 19:34:00,2017-10-29,0.0,0
383,1031,3947,2018-04-01 16:20:00,2018-04-22 15:59:00,2018-04-15,0.0,1
595,1031,4471,2017-10-22 18:06:00,2017-11-05 16:56:00,2017-11-05,0.0,1
596,1031,4935,2017-10-22 18:06:00,2017-11-05 16:56:00,2017-11-05,0.0,1
382,1031,5700,2018-04-01 16:20:00,2018-04-22 15:59:00,2018-04-08,0.0,0
2732,1032,87,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2733,1032,94,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2709,1032,105,2021-03-20 10:36:00,2021-03-27 11:14:00,2021-03-27,0.0,0
2734,1032,120,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2726,1032,132,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2757,1032,182,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3944,1032,404,2022-03-23 19:37:00,2022-04-09 10:45:00,2022-04-12,0.0,2
3954,1032,404,2022-05-28 11:47:00,2022-07-02 11:09:00,2022-06-26,0.0,3
3968,1032,420,2022-06-12 16:53:00,2022-07-02 11:09:00,2022-06-29,0.0,2
3543,1032,434,2017-10-22 18:19:00,2017-10-29 16:08:00,2017-10-29,0.0,0
2792,1032,468,2021-11-13 11:54:00,2021-12-08 18:11:00,2021-12-07,0.0,3
4448,1032,486,2019-05-29 20:19:00,2019-06-12 19:00:00,2019-06-05,0.0,0
3997,1032,506,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
4441,1032,677,2019-03-23 10:34:00,2019-04-10 17:59:00,2019-04-06,0.0,2
4449,1032,3750,2019-06-02 16:40:00,2019-06-12 19:00:00,2019-06-12,0.0,1
3504,1032,3762,2023-03-25 12:04:00,2023-03-26 17:56:00,2023-04-01,0.0,0
3542,1032,3823,2017-10-22 18:19:00,2017-10-29 16:08:00,2017-10-29,0.0,0
3991,1032,3875,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
2712,1032,3956,2021-04-10 11:32:00,2021-04-20 18:03:00,2021-04-20,0.0,1
3503,1032,3979,2023-03-25 12:04:00,2023-03-26 17:56:00,2023-04-01,0.0,0
1940,1032,4013,2024-05-30 20:27:00,2024-06-23 18:06:00,2024-06-27,0.0,1
3953,1032,4074,2022-05-28 11:47:00,2022-06-12 16:52:00,2022-06-12,0.0,1
3774,1032,4140,2018-03-25 15:59:00,2018-04-01 18:46:00,2018-04-01,0.0,0
4463,1032,4551,2019-10-23 20:01:00,2019-11-02 09:31:00,2019-11-03,0.0,1
4469,1032,4556,2019-11-24 16:07:00,2019-12-29 17:14:00,2019-12-15,0.0,2
3779,1032,4593,2018-03-25 16:47:00,2018-04-01 18:46:00,2018-04-01,0.0,0
2716,1032,4669,2021-04-13 19:11:00,2021-04-20 18:03:00,2021-04-20,0.0,0
3988,1032,4669,2022-08-06 10:43:00,2022-08-20 12:00:00,2022-08-13,0.0,0
3967,1032,4675,2022-06-12 16:53:00,2022-07-02 11:09:00,2022-06-29,0.0,2
4439,1032,4759,2019-03-23 10:34:00,2019-04-10 17:59:00,2019-04-06,0.0,2
3994,1032,4759,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
3775,1032,4760,2018-03-25 15:59:00,2018-04-01 18:46:00,2018-04-01,0.0,0
4440,1032,4784,2019-03-23 10:34:00,2019-04-10 17:59:00,2019-04-06,0.0,2
2710,1032,4830,2021-04-10 11:32:00,2021-04-20 18:03:00,2021-04-20,0.0,1
2756,1032,4850,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3505,1032,4851,2023-03-25 12:04:00,2023-03-26 17:56:00,2023-04-01,0.0,0
3947,1032,5013,2022-03-26 10:41:00,2022-04-09 10:45:00,2022-04-12,0.0,1
4454,1032,5026,2019-09-29 17:02:00,2019-10-19 11:18:00,2019-10-26,0.0,3
2731,1032,5026,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2796,1032,5040,2021-11-27 10:54:00,2021-11-30 18:22:00,2021-12-04,0.0,0
2795,1032,5155,2021-11-27 10:54:00,2021-11-30 18:22:00,2021-12-04,0.0,0
3943,1032,5155,2022-03-23 19:37:00,2022-04-09 10:45:00,2022-04-12,0.0,2
3966,1032,5155,2022-06-12 16:53:00,2022-07-02 11:09:00,2022-06-29,0.0,2
3776,1032,5410,2018-03-25 15:59:00,2018-04-01 18:46:00,2018-04-01,0.0,0
3969,1032,5467,2022-06-12 16:53:00,2022-07-02 11:09:00,2022-06-29,0.0,2
3777,1032,5542,2018-03-25 15:59:00,2018-04-01 18:46:00,2018-04-01,0.0,0
2798,1032,5621,2021-11-27 10:54:00,2021-11-30 18:22:00,2021-12-04,0.0,0
4438,1032,5658,2019-03-23 10:34:00,2019-03-30 11:11:00,2019-03-30,0.0,0
3992,1032,5658,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
2708,1032,5860,2021-03-20 10:36:00,2021-03-27 11:14:00,2021-03-27,0.0,0
2735,1032,5917,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2737,1032,5919,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2758,1032,5995,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
2754,1032,6006,2021-08-07 10:36:00,2021-08-18 18:31:00,2021-08-14,0.0,0
2717,1032,6221,2021-04-13 19:11:00,2021-04-20 18:03:00,2021-04-20,0.0,0
2761,1032,6277,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3778,1032,6308,2018-03-25 16:47:00,2018-04-01 18:46:00,2018-04-01,0.0,0
4451,1032,6358,2019-09-14 11:47:00,2019-09-24 19:37:00,2019-10-02,0.0,2
4455,1032,6358,2019-09-29 17:02:00,2019-10-19 11:18:00,2019-10-26,0.0,3
2730,1032,6490,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
4462,1032,6500,2019-10-23 20:01:00,2019-11-02 09:31:00,2019-11-03,0.0,1
2718,1032,6809,2021-04-13 19:11:00,2021-04-20 18:03:00,2021-04-20,0.0,0
2723,1032,6809,2021-07-24 12:08:00,2021-07-31 10:28:00,2021-08-07,0.0,1
4466,1032,6823,2019-11-02 09:31:00,2019-11-24 16:07:00,2019-11-19,0.0,2
2760,1032,6824,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
2797,1032,6824,2021-11-27 10:54:00,2021-11-30 18:22:00,2021-12-04,0.0,0
3990,1032,6856,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
2715,1032,7079,2021-04-13 19:11:00,2021-04-20 18:03:00,2021-04-20,0.0,0
2762,1032,7093,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3956,1032,7093,2022-05-28 11:47:00,2022-06-12 16:52:00,2022-06-12,0.0,1
3985,1032,7253,2022-07-27 20:27:00,2022-08-02 19:50:00,2022-08-03,0.0,0
2736,1032,7297,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2759,1032,7297,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3951,1032,7385,2022-05-28 11:47:00,2022-06-12 16:52:00,2022-06-12,0.0,1
2722,1032,7488,2021-07-24 12:08:00,2021-07-31 10:28:00,2021-08-07,0.0,1
3986,1032,7520,2022-07-27 20:27:00,2022-08-02 19:50:00,2022-08-03,0.0,0
2727,1032,7625,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
3989,1032,7637,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
3987,1032,7666,2022-07-27 20:27:00,2022-08-02 19:50:00,2022-08-03,0.0,0
2713,1032,7689,2021-04-10 11:32:00,2021-04-20 18:03:00,2021-04-20,0.0,1
2711,1032,7701,2021-04-10 11:32:00,2021-04-20 18:03:00,2021-04-20,0.0,1
2739,1032,7817,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2755,1032,7867,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3998,1032,7876,2022-12-28 18:15:00,2023-01-07 11:30:00,2023-01-04,0.0,0
2728,1032,7932,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
3955,1032,7980,2022-05-28 11:47:00,2022-06-12 16:52:00,2022-06-12,0.0,1
2791,1032,8026,2021-11-13 11:54:00,2021-12-08 18:11:00,2021-12-07,0.0,3
2803,1032,8026,2021-12-14 18:09:00,2021-12-18 11:36:00,2021-12-21,0.0,0
3971,1032,8043,2022-06-12 16:53:00,2022-07-02 11:09:00,2022-06-29,0.0,2
3952,1032,8096,2022-05-28 11:47:00,2022-06-12 16:52:00,2022-06-12,0.0,1
2724,1032,8199,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2738,1032,8200,2021-07-31 09:55:00,2021-08-18 18:31:00,2021-08-14,0.0,1
2763,1032,8218,2021-08-24 18:40:00,2021-09-22 19:07:00,2021-09-28,0.0,3
3957,1032,8218,2022-05-28 11:47:00,2022-06-12 16:52:00,2022-06-12,0.0,1
1938,1032,8321,2024-01-10 18:19:00,2024-01-22 20:30:00,2024-01-24,0.0,0
3995,1032,8759,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
3993,1032,8771,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
3506,1032,8799,2023-07-09 16:39:00,2023-07-26 19:32:00,2023-07-30,0.0,2
3509,1032,8799,2023-08-12 11:53:00,2023-09-02 11:16:00,2023-08-26,0.0,1
3970,1032,8831,2022-06-12 16:53:00,2022-07-02 11:09:00,2022-06-29,0.0,2
1939,1032,8947,2024-01-10 18:19:00,2024-01-22 20:30:00,2024-01-24,0.0,0
3996,1032,8968,2022-10-15 10:29:00,2022-10-16 17:58:00,2022-10-22,0.0,0
3574,1036,3941,2017-10-25 16:55:00,2017-10-29 17:43:00,2017-11-01,0.0,0
3821,1036,3992,2018-06-03 16:06:00,2018-06-10 17:51:00,2018-06-10,0.0,0
3576,1036,4405,2017-11-05 17:01:00,2017-11-12 16:25:00,2017-11-12,0.0,0
3823,1036,4743,2018-06-10 17:55:00,2018-07-01 16:18:00,2018-07-02,0.0,2
3822,1036,4764,2018-06-10 17:55:00,2018-07-01 16:18:00,2018-07-02,0.0,2
3820,1036,4776,2018-06-03 16:06:00,2018-06-10 17:51:00,2018-06-10,0.0,0
3577,1036,5027,2017-11-05 17:01:00,2017-11-12 16:25:00,2017-11-12,0.0,0
3575,1036,5857,2017-11-05 17:01:00,2017-11-12 16:25:00,2017-11-12,0.0,0
3819,1036,6748,2018-06-03 16:06:00,2018-06-10 17:51:00,2018-06-10,0.0,0
1680,1037,4176,2017-10-25 20:09:00,2017-11-08 19:32:00,2017-11-08,0.0,1
2179,1037,4434,2018-02-03 12:00:00,2018-02-18 16:55:00,2018-02-10,0.0,0
1678,1037,6198,2017-10-25 20:09:00,2017-11-08 19:32:00,2017-11-08,0.0,1
1679,1037,6201,2017-10-25 20:09:00,2017-11-22 19:08:00,2017-11-16,0.0,2
2218,1037,7140,2019-01-20 18:21:00,2019-01-20 18:28:00,2019-01-27,0.0,0
2217,1037,7158,2019-01-20 18:21:00,2019-01-20 18:28:00,2019-01-27,0.0,0
2698,1038,4360,2017-11-04 11:38:00,2017-11-11 11:39:00,2017-11-11,0.0,0
2696,1038,4503,2017-11-04 11:38:00,2017-11-11 11:39:00,2017-11-11,0.0,0
2687,1038,5021,2017-10-28 10:25:00,2017-11-04 11:30:00,2017-11-04,0.0,0
2697,1038,5120,2017-11-04 11:38:00,2017-11-11 11:39:00,2017-11-11,0.0,0
2683,1038,5259,2017-10-28 10:25:00,2017-11-11 11:39:00,2017-11-11,0.0,2
2684,1038,5261,2017-10-28 10:25:00,2017-11-11 11:39:00,2017-11-11,0.0,2
2685,1038,6175,2017-10-28 10:25:00,2017-11-11 11:39:00,2017-11-11,0.0,2
2686,1038,6179,2017-10-28 10:25:00,2017-11-11 11:39:00,2017-11-11,0.0,2
2868,1039,803,2022-07-30 11:10:00,2022-08-06 09:27:00,2022-08-06,0.0,0
2867,1039,6480,2022-07-30 11:10:00,2022-08-06 09:27:00,2022-08-06,0.0,0
2866,1039,8777,2022-07-30 11:10:00,2022-08-06 09:27:00,2022-08-06,0.0,0
2060,1040,160,2021-06-05 11:39:00,2021-06-29 18:36:00,2021-07-03,0.0,1
3448,1040,212,2020-08-29 11:36:00,2020-09-05 11:28:00,2020-09-05,0.0,0
1971,1040,212,2021-02-20 12:09:00,2021-04-03 10:50:00,2021-03-20,0.0,3
2376,1040,212,2023-04-26 19:33:00,2023-05-13 09:32:00,2023-05-10,0.0,0
2413,1040,274,2022-08-13 11:59:00,2022-09-18 17:51:00,2022-09-11,0.0,3
2760,1040,282,2018-02-14 21:01:00,2018-02-25 18:51:00,2018-02-21,0.0,0
2411,1040,346,2022-08-06 12:14:00,2022-08-13 11:46:00,2022-08-13,0.0,0
2410,1040,363,2022-08-06 12:14:00,2022-08-13 11:46:00,2022-08-13,0.0,0
2747,1040,364,2018-01-27 10:50:00,2018-02-14 18:34:00,2018-02-18,0.0,2
2364,1040,420,2017-11-08 20:57:00,2017-11-22 17:22:00,2017-11-22,0.0,1
2387,1040,420,2017-12-10 19:10:00,2017-12-16 09:54:00,2017-12-17,0.0,0
2748,1040,420,2018-01-27 10:50:00,2018-02-14 18:34:00,2018-02-18,0.0,2
2076,1040,437,2021-08-07 09:37:00,2021-08-21 11:00:00,2021-08-21,0.0,1
2408,1040,457,2022-07-23 11:36:00,2022-08-06 11:54:00,2022-07-30,0.0,0
1957,1040,489,2021-01-09 09:50:00,2021-01-30 11:42:00,2021-01-30,0.0,2
2022,1040,489,2021-05-01 12:04:00,2021-05-15 11:08:00,2021-05-15,0.0,1
